"Parent ID","Child ID","Date of Last Change","Date of Issue","Issue Version"
"E0052932","E0034965","11/01/2005","25/05/2010","386"
"E0054812","E0034968","10/09/2008","25/05/2010","386"
"E0054812","E0034971","10/09/2008","25/05/2010","386"
"E0054812","E0034972","10/09/2008","25/05/2010","386"
"E0054812","E0034973","10/09/2008","25/05/2010","386"
"E0052942","E0034978","11/01/2005","25/05/2010","386"
"E0054812","E0034992","10/09/2008","25/05/2010","386"
"E0054812","E0034996","10/09/2008","25/05/2010","386"
"E0054812","E0035004","10/09/2008","25/05/2010","386"
"E0054812","E0035007","10/09/2008","25/05/2010","386"
"E0052919","E0035012","11/01/2005","25/05/2010","386"
"E0054812","E0035014","10/09/2008","25/05/2010","386"
"E0054812","E0035026","10/09/2008","25/05/2010","386"
"E0054812","E0035029","10/09/2008","25/05/2010","386"
"E0054812","E0035033","10/09/2008","25/05/2010","386"
"E0054812","E0035036","10/09/2008","25/05/2010","386"
"E0054812","E0035039","10/09/2008","25/05/2010","386"
"E0052932","E0035041","11/01/2005","25/05/2010","386"
"E0054812","E0035042","10/09/2008","25/05/2010","386"
"E0054812","E0035043","10/09/2008","25/05/2010","386"
"E0054812","E0035045","10/09/2008","25/05/2010","386"
"E0054812","E0035046","10/09/2008","25/05/2010","386"
"E0054816","E0035052","11/01/2005","25/05/2010","386"
"E0054812","E0035053","10/09/2008","25/05/2010","386"
"E0052932","E0035057","11/01/2005","25/05/2010","386"
"E0052899","E0035061","11/01/2005","25/05/2010","386"
"E0035085","E0035065","11/01/2005","25/05/2010","386"
"E0054812","E0035066","10/09/2008","25/05/2010","386"
"E0035052","E0035067","11/01/2005","25/05/2010","386"
"E0054812","E0035068","10/09/2008","25/05/2010","386"
"E0054812","E0035075","10/09/2008","25/05/2010","386"
"E0054812","E0035077","10/09/2008","25/05/2010","386"
"E0054812","E0035081","10/09/2008","25/05/2010","386"
"E0054816","E0035085","11/01/2005","25/05/2010","386"
"E0054812","E0035087","10/09/2008","25/05/2010","386"
"E0052919","E0035090","11/01/2005","25/05/2010","386"
"E0054812","E0035093","10/09/2008","25/05/2010","386"
"E0054812","E0035101","10/09/2008","25/05/2010","386"
"E0054815","E0035104","11/01/2005","25/05/2010","386"
"E0054812","E0035105","10/09/2008","25/05/2010","386"
"E0054812","E0035107","10/09/2008","25/05/2010","386"
"E0054812","E0035121","10/09/2008","25/05/2010","386"
"E0054812","E0035125","10/09/2008","25/05/2010","386"
"E0052911","E0035127","11/01/2005","25/05/2010","386"
"E0052914","E0035128","11/01/2005","25/05/2010","386"
"E0054812","E0035130","10/09/2008","25/05/2010","386"
"E0035085","E0035136","11/01/2005","25/05/2010","386"
"E0054812","E0035137","10/09/2008","25/05/2010","386"
"E0035052","E0035143","11/01/2005","25/05/2010","386"
"E0035085","E0035147","11/01/2005","25/05/2010","386"
"E0054812","E0035148","10/09/2008","25/05/2010","386"
"E0054812","E0035149","10/09/2008","25/05/2010","386"
"E0054812","E0035155","10/09/2008","25/05/2010","386"
"E0054812","E0035160","10/09/2008","25/05/2010","386"
"E0054817","E0035165","11/01/2005","25/05/2010","386"
"E0035085","E0035171","11/01/2005","25/05/2010","386"
"E0035052","N0060712","11/01/2005","25/05/2010","386"
"E0035052","N0060715","11/01/2005","25/05/2010","386"
"E0035052","N0060717","11/01/2005","25/05/2010","386"
"E0035052","N0060718","11/01/2005","25/05/2010","386"
"E0054815","N0060719","11/01/2005","25/05/2010","386"
"E0052899","N0060720","11/01/2005","25/05/2010","386"
"E0054812","N0060721","10/09/2008","25/05/2010","386"
"E0054812","N0060723","10/09/2008","25/05/2010","386"
"E0054812","N0060724","10/09/2008","25/05/2010","386"
"E0054812","N0060726","10/09/2008","25/05/2010","386"
"E0054812","N0060728","10/09/2008","25/05/2010","386"
"E0054812","N0060729","10/09/2008","25/05/2010","386"
"E0035076","N0073210","11/01/2005","25/05/2010","386"
"E0052939","N0073213","11/01/2005","25/05/2010","386"
"E0035052","N0077168","11/01/2005","25/05/2010","386"
"E0035052","N0077169","11/01/2005","25/05/2010","386"
"E0035052","N0077170","11/01/2005","25/05/2010","386"
"E0035085","N0077171","11/01/2005","25/05/2010","386"
"E0035085","N0077174","11/01/2005","25/05/2010","386"
"E0035052","N0077176","11/01/2005","25/05/2010","386"
"E0054817","N0077179","11/01/2005","25/05/2010","386"
"E0054817","N0077180","11/01/2005","25/05/2010","386"
"E0054812","N0077181","10/09/2008","25/05/2010","386"
"E0052910","N0077218","20/01/2005","25/05/2010","386"
"E0054812","N0078123","10/09/2008","25/05/2010","386"
"E0057142","E0015905","06/08/2008","25/05/2010","386"
"E0057142","E0035176","06/08/2008","25/05/2010","386"
"E0057142","E0035179","06/08/2008","25/05/2010","386"
"E0057142","E0035180","06/08/2008","25/05/2010","386"
"E0057142","E0035181","06/08/2008","25/05/2010","386"
"E0057142","E0035182","06/08/2008","25/05/2010","386"
"E0057142","E0035185","06/08/2008","25/05/2010","386"
"E0057142","E0035189","06/08/2008","25/05/2010","386"
"E0057142","E0035190","06/08/2008","25/05/2010","386"
"E0057142","E0035194","06/08/2008","25/05/2010","386"
"E0057142","E0035195","06/08/2008","25/05/2010","386"
"E0057142","E0035197","06/08/2008","25/05/2010","386"
"E0057142","E0035205","06/08/2008","25/05/2010","386"
"E0057142","E0035206","06/08/2008","25/05/2010","386"
"E0057142","E0035208","06/08/2008","25/05/2010","386"
"E0057142","E0035210","06/08/2008","25/05/2010","386"
"E0057142","E0035211","06/08/2008","25/05/2010","386"
"E0057142","E0035213","06/08/2008","25/05/2010","386"
"E0057142","E0035214","06/08/2008","25/05/2010","386"
"E0035198","E0035216","28/02/2008","25/05/2010","386"
"E0057142","E0035218","06/08/2008","25/05/2010","386"
"E0057142","E0035220","06/08/2008","25/05/2010","386"
"E0057142","E0035224","06/08/2008","25/05/2010","386"
"E0057142","E0035225","06/08/2008","25/05/2010","386"
"E0035198","E0035226","28/02/2008","25/05/2010","386"
"E0057142","E0035228","06/08/2008","25/05/2010","386"
"E0057142","E0035229","06/08/2008","25/05/2010","386"
"E0057142","E0035230","06/08/2008","25/05/2010","386"
"E0057142","E0035231","06/08/2008","25/05/2010","386"
"E0057142","E0035233","06/08/2008","25/05/2010","386"
"E0057142","E0035234","06/08/2008","25/05/2010","386"
"E0057142","E0035235","06/08/2008","25/05/2010","386"
"E0057142","E0035236","06/08/2008","25/05/2010","386"
"E0057142","E0035241","06/08/2008","25/05/2010","386"
"E0057142","E0035242","06/08/2008","25/05/2010","386"
"E0057142","E0035245","06/08/2008","25/05/2010","386"
"E0057142","E0035246","06/08/2008","25/05/2010","386"
"E0057142","E0035247","06/08/2008","25/05/2010","386"
"E0057142","E0035249","06/08/2008","25/05/2010","386"
"E0057142","E0035250","06/08/2008","25/05/2010","386"
"E0035198","E0035252","28/02/2008","25/05/2010","386"
"E0035198","E0035253","28/02/2008","25/05/2010","386"
"E0035198","E0035255","28/02/2008","25/05/2010","386"
"E0057142","E0035256","06/08/2008","25/05/2010","386"
"E0057142","E0035259","06/08/2008","25/05/2010","386"
"E0057142","E0035260","06/08/2008","25/05/2010","386"
"E0057142","E0035263","06/08/2008","25/05/2010","386"
"E0057142","E0035264","06/08/2008","25/05/2010","386"
"E0057142","E0035265","06/08/2008","25/05/2010","386"
"E0057142","E0035269","06/08/2008","25/05/2010","386"
"E0057142","N0078445","06/08/2008","25/05/2010","386"
"E0057144","E0015852","28/02/2008","25/05/2010","386"
"E0057144","E0016541","28/02/2008","25/05/2010","386"
"E0057144","E0016554","28/02/2008","25/05/2010","386"
"E0057144","E0016560","28/02/2008","25/05/2010","386"
"E0057144","E0035272","28/02/2008","25/05/2010","386"
"E0057144","E0035275","28/02/2008","25/05/2010","386"
"E0057144","E0035276","28/02/2008","25/05/2010","386"
"E0057144","E0035277","28/02/2008","25/05/2010","386"
"E0057144","E0035279","28/02/2008","25/05/2010","386"
"E0057144","E0035280","28/02/2008","25/05/2010","386"
"E0057144","E0035282","28/02/2008","25/05/2010","386"
"E0057144","E0035285","28/02/2008","25/05/2010","386"
"E0057144","E0035286","28/02/2008","25/05/2010","386"
"E0057144","E0035287","28/02/2008","25/05/2010","386"
"E0057144","E0035288","28/02/2008","25/05/2010","386"
"E0057144","E0035290","28/02/2008","25/05/2010","386"
"E0057144","E0035292","28/02/2008","25/05/2010","386"
"E0057144","E0035293","28/02/2008","25/05/2010","386"
"E0057144","E0035294","28/02/2008","25/05/2010","386"
"E0057144","E0035295","28/02/2008","25/05/2010","386"
"E0057144","E0035297","28/02/2008","25/05/2010","386"
"E0057144","E0035298","28/02/2008","25/05/2010","386"
"E0057144","E0035299","28/02/2008","25/05/2010","386"
"E0057144","N0065095","28/02/2008","25/05/2010","386"
"E0057144","N0065096","28/02/2008","25/05/2010","386"
"E0057144","N0065097","28/02/2008","25/05/2010","386"
"E0053950","E0035302","18/05/2009","25/05/2010","386"
"E0053947","E0035308","22/09/2003","25/05/2010","386"
"E0053950","E0035317","18/05/2009","25/05/2010","386"
"E0053950","E0035325","18/05/2009","25/05/2010","386"
"E0053947","E0035334","22/09/2003","25/05/2010","386"
"E0053947","E0035335","22/09/2003","25/05/2010","386"
"E0053950","E0035344","18/05/2009","25/05/2010","386"
"E0053950","E0035345","18/05/2009","25/05/2010","386"
"E0053947","E0035354","22/09/2003","25/05/2010","386"
"E0053947","E0035361","22/09/2003","25/05/2010","386"
"E0053944","N0071076","22/09/2003","25/05/2010","386"
"E0053950","N0075342","18/05/2009","25/05/2010","386"
"E0053950","N0078215","18/05/2009","25/05/2010","386"
"E0057149","E0035366","19/12/2006","25/05/2010","386"
"E0057149","E0035367","19/12/2006","25/05/2010","386"
"E0057149","E0035369","19/12/2006","25/05/2010","386"
"E0057149","E0035370","19/12/2006","25/05/2010","386"
"E0057149","E0035371","19/12/2006","25/05/2010","386"
"E0057149","E0035376","19/12/2006","25/05/2010","386"
"E0057149","E0035377","19/12/2006","25/05/2010","386"
"E0057149","E0035378","19/12/2006","25/05/2010","386"
"E0057149","E0035379","19/12/2006","25/05/2010","386"
"E0057149","E0035381","19/12/2006","25/05/2010","386"
"E0057149","E0035382","19/12/2006","25/05/2010","386"
"E0057149","E0035386","19/12/2006","25/05/2010","386"
"E0057149","E0035387","19/12/2006","25/05/2010","386"
"E0035366","E0035389","24/09/2003","25/05/2010","386"
"E0057149","E0035390","19/12/2006","25/05/2010","386"
"E0057149","E0035393","19/12/2006","25/05/2010","386"
"E0057149","E0035395","19/12/2006","25/05/2010","386"
"E0057149","E0035398","19/12/2006","25/05/2010","386"
"E0057149","E0035399","19/12/2006","25/05/2010","386"
"E0057149","E0035400","19/12/2006","25/05/2010","386"
"E0057149","E0035402","19/12/2006","25/05/2010","386"
"E0057149","N0073119","19/12/2006","25/05/2010","386"
"E0057149","N0073121","19/12/2006","25/05/2010","386"
"E0057149","N0073122","19/12/2006","25/05/2010","386"
"E0057151","E0035403","24/12/2002","25/05/2010","386"
"E0057151","E0035405","24/12/2002","25/05/2010","386"
"E0052956","E0035408","24/12/2002","25/05/2010","386"
"E0057151","E0035411","24/12/2002","25/05/2010","386"
"E0057151","E0035412","24/12/2002","25/05/2010","386"
"E0052956","E0035417","24/12/2002","25/05/2010","386"
"E0052956","E0035424","24/12/2002","25/05/2010","386"
"E0057151","E0035425","24/12/2002","25/05/2010","386"
"E0057151","E0035426","24/12/2002","25/05/2010","386"
"E0057151","E0035430","24/12/2002","25/05/2010","386"
"E0052955","E0057289","27/12/2002","25/05/2010","386"
"E0052956","N0059953","24/12/2002","25/05/2010","386"
"E0057151","N0060042","24/12/2002","25/05/2010","386"
"E0057151","N0060044","24/12/2002","25/05/2010","386"
"E0057151","N0060045","24/12/2002","25/05/2010","386"
"E0057151","N0060046","24/12/2002","25/05/2010","386"
"E0057151","N0060047","24/12/2002","25/05/2010","386"
"E0057151","N0060048","24/12/2002","25/05/2010","386"
"E0057151","N0060049","24/12/2002","25/05/2010","386"
"E0057151","N0060050","24/12/2002","25/05/2010","386"
"E0057151","N0060051","24/12/2002","25/05/2010","386"
"E0057151","N0060052","24/12/2002","25/05/2010","386"
"E0052955","N0060053","27/12/2002","25/05/2010","386"
"E0052955","N0060054","27/12/2002","25/05/2010","386"
"E0052955","N0060055","27/12/2002","25/05/2010","386"
"E0057151","N0060225","24/12/2002","25/05/2010","386"
"E0057151","N0060226","24/12/2002","25/05/2010","386"
"E0052955","N0060294","27/12/2002","25/05/2010","386"
"E0057151","N0060770","24/12/2002","25/05/2010","386"
"E0057151","N0060771","24/12/2002","25/05/2010","386"
"E0057151","N0060772","24/12/2002","25/05/2010","386"
"E0057151","N0060774","24/12/2002","25/05/2010","386"
"E0057151","N0060775","24/12/2002","25/05/2010","386"
"E0057151","N0060776","24/12/2002","25/05/2010","386"
"E0057151","N0060777","24/12/2002","25/05/2010","386"
"E0057151","N0060778","24/12/2002","25/05/2010","386"
"E0057151","N0060779","24/12/2002","25/05/2010","386"
"E0057151","N0060783","24/12/2002","25/05/2010","386"
"E0057151","N0060784","24/12/2002","25/05/2010","386"
"E0057151","N0060785","24/12/2002","25/05/2010","386"
"E0057151","N0060786","24/12/2002","25/05/2010","386"
"E0053952","E0035479","22/09/2003","25/05/2010","386"
"E0053952","E0035489","22/09/2003","25/05/2010","386"
"E0035497","N0075353","22/09/2003","25/05/2010","386"
"E0053962","N0075361","22/09/2003","25/05/2010","386"
"E0053952","N0075368","22/09/2003","25/05/2010","386"
"E0053952","N0075371","22/09/2003","25/05/2010","386"
"E0057156","E0035517","05/09/2007","25/05/2010","386"
"E0057155","E0035519","14/11/2008","25/05/2010","386"
"E0057155","E0035523","14/11/2008","25/05/2010","386"
"E0057156","E0035527","05/09/2007","25/05/2010","386"
"E0057155","E0035528","14/11/2008","25/05/2010","386"
"E0057155","E0035529","14/11/2008","25/05/2010","386"
"E0057157","E0035531","26/03/2003","25/05/2010","386"
"E0057155","E0035533","14/11/2008","25/05/2010","386"
"E0057155","E0035536","14/11/2008","25/05/2010","386"
"E0057155","E0035537","14/11/2008","25/05/2010","386"
"E0057157","E0035538","26/03/2003","25/05/2010","386"
"E0057157","E0035539","26/03/2003","25/05/2010","386"
"E0057155","E0035546","14/11/2008","25/05/2010","386"
"E0057155","E0035548","14/11/2008","25/05/2010","386"
"E0057155","E0035550","14/11/2008","25/05/2010","386"
"E0057155","E0035555","14/11/2008","25/05/2010","386"
"E0057155","E0035558","14/11/2008","25/05/2010","386"
"E0057156","E0057157","05/09/2007","25/05/2010","386"
"E0057155","N0077778","14/11/2008","25/05/2010","386"
"E0057155","N0077783","14/11/2008","25/05/2010","386"
"E0057160","E0035560","23/04/2010","25/05/2010","386"
"E0057160","E0035561","23/04/2010","25/05/2010","386"
"E0057160","E0035562","23/04/2010","25/05/2010","386"
"E0057160","E0035563","23/04/2010","25/05/2010","386"
"E0057160","E0035565","23/04/2010","25/05/2010","386"
"E0057160","E0035567","23/04/2010","25/05/2010","386"
"E0057160","E0035570","23/04/2010","25/05/2010","386"
"E0057160","E0035571","23/04/2010","25/05/2010","386"
"E0057160","E0035574","23/04/2010","25/05/2010","386"
"E0057160","E0035575","23/04/2010","25/05/2010","386"
"E0057160","E0035577","23/04/2010","25/05/2010","386"
"E0057160","E0035579","23/04/2010","25/05/2010","386"
"E0057160","E0035580","23/04/2010","25/05/2010","386"
"E0057160","E0035581","23/04/2010","25/05/2010","386"
"E0057160","E0035583","23/04/2010","25/05/2010","386"
"E0057160","E0035590","23/04/2010","25/05/2010","386"
"E0057160","E0035592","23/04/2010","25/05/2010","386"
"E0057160","E0035594","23/04/2010","25/05/2010","386"
"E0057160","E0035599","23/04/2010","25/05/2010","386"
"E0057160","E0035600","23/04/2010","25/05/2010","386"
"E0057160","E0035603","23/04/2010","25/05/2010","386"
"E0057160","E0035604","23/04/2010","25/05/2010","386"
"E0057160","E0035605","23/04/2010","25/05/2010","386"
"E0057160","E0035607","23/04/2010","25/05/2010","386"
"E0057160","E0035608","23/04/2010","25/05/2010","386"
"E0057160","E0035609","23/04/2010","25/05/2010","386"
"E0057160","E0035610","23/04/2010","25/05/2010","386"
"E0057160","E0035611","23/04/2010","25/05/2010","386"
"E0057160","E0035612","23/04/2010","25/05/2010","386"
"E0057160","E0035613","23/04/2010","25/05/2010","386"
"E0057160","E0035614","23/04/2010","25/05/2010","386"
"E0057160","E0035620","23/04/2010","25/05/2010","386"
"E0057160","E0035621","23/04/2010","25/05/2010","386"
"E0057160","E0035622","23/04/2010","25/05/2010","386"
"E0057160","E0035625","23/04/2010","25/05/2010","386"
"E0057160","E0035630","23/04/2010","25/05/2010","386"
"E0057160","E0035634","23/04/2010","25/05/2010","386"
"E0057160","E0035635","23/04/2010","25/05/2010","386"
"E0057160","E0035641","23/04/2010","25/05/2010","386"
"E0057160","E0035642","23/04/2010","25/05/2010","386"
"E0057160","E0035643","23/04/2010","25/05/2010","386"
"E0057160","E0035644","23/04/2010","25/05/2010","386"
"E0057160","E0035645","23/04/2010","25/05/2010","386"
"E0057160","E0035646","23/04/2010","25/05/2010","386"
"E0057160","E0035648","23/04/2010","25/05/2010","386"
"E0057160","E0035649","23/04/2010","25/05/2010","386"
"E0057160","E0035651","23/04/2010","25/05/2010","386"
"E0057160","E0035652","23/04/2010","25/05/2010","386"
"E0057160","E0035653","23/04/2010","25/05/2010","386"
"E0057160","E0035660","23/04/2010","25/05/2010","386"
"E0057160","E0035661","23/04/2010","25/05/2010","386"
"E0057160","E0035663","23/04/2010","25/05/2010","386"
"E0057160","E0035664","23/04/2010","25/05/2010","386"
"E0057160","E0035669","23/04/2010","25/05/2010","386"
"E0057160","E0035670","23/04/2010","25/05/2010","386"
"E0057160","E0035673","23/04/2010","25/05/2010","386"
"E0057160","E0035676","23/04/2010","25/05/2010","386"
"E0057160","E0035677","23/04/2010","25/05/2010","386"
"E0057160","E0039960","23/04/2010","25/05/2010","386"
"E0057160","E0039997","23/04/2010","25/05/2010","386"
"E0057160","E0040005","23/04/2010","25/05/2010","386"
"E0057160","E0040025","23/04/2010","25/05/2010","386"
"E0057160","E0040028","23/04/2010","25/05/2010","386"
"E0057160","E0040052","23/04/2010","25/05/2010","386"
"E0057160","E0040111","23/04/2010","25/05/2010","386"
"E0057160","E0041772","23/04/2010","25/05/2010","386"
"E0057160","E0041790","23/04/2010","25/05/2010","386"
"E0057160","E0041797","23/04/2010","25/05/2010","386"
"E0057160","E0041802","23/04/2010","25/05/2010","386"
"E0057160","E0041806","23/04/2010","25/05/2010","386"
"E0057160","E0041809","23/04/2010","25/05/2010","386"
"E0057160","E0041814","23/04/2010","25/05/2010","386"
"E0057160","E0041820","23/04/2010","25/05/2010","386"
"E0057160","E0041824","23/04/2010","25/05/2010","386"
"E0057160","E0041825","23/04/2010","25/05/2010","386"
"E0057160","E0041828","23/04/2010","25/05/2010","386"
"E0057160","E0041829","23/04/2010","25/05/2010","386"
"E0057160","E0041831","23/04/2010","25/05/2010","386"
"E0057160","E0041846","23/04/2010","25/05/2010","386"
"E0057160","E0041862","23/04/2010","25/05/2010","386"
"E0057160","E0041864","23/04/2010","25/05/2010","386"
"E0057160","E0041870","23/04/2010","25/05/2010","386"
"E0057160","E0041905","23/04/2010","25/05/2010","386"
"E0057160","E0041914","23/04/2010","25/05/2010","386"
"E0057160","E0041950","23/04/2010","25/05/2010","386"
"E0057160","E0041955","23/04/2010","25/05/2010","386"
"E0057160","E0041958","23/04/2010","25/05/2010","386"
"E0057160","E0041960","23/04/2010","25/05/2010","386"
"E0057160","E0052946","23/04/2010","25/05/2010","386"
"E0057160","E0053555","23/04/2010","25/05/2010","386"
"E0057160","E0053570","23/04/2010","25/05/2010","386"
"E0057160","E0053577","23/04/2010","25/05/2010","386"
"E0057160","E0053705","23/04/2010","25/05/2010","386"
"E0057160","E0053725","23/04/2010","25/05/2010","386"
"E0057160","E0053733","23/04/2010","25/05/2010","386"
"E0057160","E0054815","23/04/2010","25/05/2010","386"
"E0057160","E0055149","23/04/2010","25/05/2010","386"
"E0057160","N0064870","23/04/2010","25/05/2010","386"
"E0057160","N0073243","23/04/2010","25/05/2010","386"
"E0057160","N0073244","23/04/2010","25/05/2010","386"
"E0057160","N0073245","23/04/2010","25/05/2010","386"
"E0057160","N0073248","23/04/2010","25/05/2010","386"
"E0057160","N0073250","23/04/2010","25/05/2010","386"
"E0057160","N0074099","23/04/2010","25/05/2010","386"
"E0057160","N0074106","23/04/2010","25/05/2010","386"
"E0057160","N0074113","23/04/2010","25/05/2010","386"
"E0057160","N0076879","23/04/2010","25/05/2010","386"
"E0057160","N0077020","23/04/2010","25/05/2010","386"
"E0057160","N0077024","23/04/2010","25/05/2010","386"
"E0057160","N0077026","23/04/2010","25/05/2010","386"
"E0057160","N0077027","23/04/2010","25/05/2010","386"
"E0057160","N0077028","23/04/2010","25/05/2010","386"
"E0057160","N0077029","23/04/2010","25/05/2010","386"
"E0057160","N0077031","23/04/2010","25/05/2010","386"
"E0057160","N0077032","23/04/2010","25/05/2010","386"
"E0057160","N0077033","23/04/2010","25/05/2010","386"
"E0057160","N0077035","23/04/2010","25/05/2010","386"
"E0057160","N0077038","23/04/2010","25/05/2010","386"
"E0057160","N0077040","23/04/2010","25/05/2010","386"
"E0057160","N0077042","23/04/2010","25/05/2010","386"
"E0057160","N0077043","23/04/2010","25/05/2010","386"
"E0057160","N0077044","23/04/2010","25/05/2010","386"
"E0057160","N0077045","23/04/2010","25/05/2010","386"
"E0057160","N0077046","23/04/2010","25/05/2010","386"
"E0053976","E0035679","29/05/2009","25/05/2010","386"
"E0053991","E0035694","20/08/2009","25/05/2010","386"
"E0053972","E0035707","04/06/2009","25/05/2010","386"
"E0053976","E0035721","29/05/2009","25/05/2010","386"
"E0053972","E0035734","04/06/2009","25/05/2010","386"
"E0053979","E0035739","29/05/2009","25/05/2010","386"
"E0053971","E0035740","29/05/2009","25/05/2010","386"
"E0053991","E0035741","20/08/2009","25/05/2010","386"
"E0053978","E0035749","29/05/2009","25/05/2010","386"
"E0053990","E0035757","20/08/2009","25/05/2010","386"
"E0053971","E0035764","29/05/2009","25/05/2010","386"
"E0053990","E0035782","20/08/2009","25/05/2010","386"
"E0053976","E0035790","29/05/2009","25/05/2010","386"
"E0053986","E0035792","29/05/2009","25/05/2010","386"
"E0053975","E0035801","09/02/2010","25/05/2010","386"
"E0053971","E0035804","29/05/2009","25/05/2010","386"
"E0053990","E0035806","20/08/2009","25/05/2010","386"
"E0053975","E0053977","09/02/2010","25/05/2010","386"
"E0053976","E0053994","29/05/2009","25/05/2010","386"
"E0053976","N0061393","29/05/2009","25/05/2010","386"
"E0035742","N0061394","29/05/2009","25/05/2010","386"
"E0053976","N0061395","29/05/2009","25/05/2010","386"
"E0053976","N0061396","29/05/2009","25/05/2010","386"
"E0053976","N0061397","29/05/2009","25/05/2010","386"
"N0061483","N0061398","29/05/2009","25/05/2010","386"
"E0053976","N0061399","29/05/2009","25/05/2010","386"
"E0053976","N0061400","29/05/2009","25/05/2010","386"
"E0053990","N0061402","20/08/2009","25/05/2010","386"
"E0053975","N0061408","09/02/2010","25/05/2010","386"
"E0053986","N0061412","29/05/2009","25/05/2010","386"
"E0053976","N0061414","29/05/2009","25/05/2010","386"
"E0053976","N0061420","29/05/2009","25/05/2010","386"
"E0053987","N0061452","29/05/2009","25/05/2010","386"
"E0053992","N0061453","29/05/2009","25/05/2010","386"
"E0053971","N0061455","29/05/2009","25/05/2010","386"
"E0053976","N0061459","29/05/2009","25/05/2010","386"
"E0035687","N0061460","29/05/2009","25/05/2010","386"
"E0053976","N0061461","29/05/2009","25/05/2010","386"
"E0053976","N0061463","29/05/2009","25/05/2010","386"
"E0053976","N0061464","29/05/2009","25/05/2010","386"
"E0053976","N0061471","29/05/2009","25/05/2010","386"
"E0053976","N0061472","29/05/2009","25/05/2010","386"
"E0053976","N0061473","29/05/2009","25/05/2010","386"
"E0053992","N0061476","29/05/2009","25/05/2010","386"
"E0053976","N0061483","29/05/2009","25/05/2010","386"
"E0053975","N0061485","09/02/2010","25/05/2010","386"
"E0053976","N0061497","29/05/2009","25/05/2010","386"
"E0053971","N0061500","29/05/2009","25/05/2010","386"
"E0053978","N0075372","29/05/2009","25/05/2010","386"
"E0053990","N0075374","20/08/2009","25/05/2010","386"
"E0053992","N0075376","29/05/2009","25/05/2010","386"
"E0053992","N0075381","29/05/2009","25/05/2010","386"
"E0035735","N0078556","20/08/2009","25/05/2010","386"
"E0035815","E0035811","02/11/2009","25/05/2010","386"
"E0035815","E0035812","02/11/2009","25/05/2010","386"
"E0035815","E0035818","02/11/2009","25/05/2010","386"
"E0035815","E0035821","02/11/2009","25/05/2010","386"
"E0035815","E0035824","02/11/2009","25/05/2010","386"
"E0035815","E0035825","02/11/2009","25/05/2010","386"
"E0035815","E0035834","02/11/2009","25/05/2010","386"
"E0035815","E0035835","02/11/2009","25/05/2010","386"
"E0035815","E0035836","02/11/2009","25/05/2010","386"
"E0035815","E0035837","02/11/2009","25/05/2010","386"
"E0035815","E0035843","02/11/2009","25/05/2010","386"
"E0035815","E0035845","02/11/2009","25/05/2010","386"
"E0035815","E0035846","02/11/2009","25/05/2010","386"
"E0035815","E0035848","02/11/2009","25/05/2010","386"
"E0035815","E0035849","02/11/2009","25/05/2010","386"
"E0035815","E0035850","02/11/2009","25/05/2010","386"
"E0035815","E0035852","02/11/2009","25/05/2010","386"
"E0035815","E0035853","02/11/2009","25/05/2010","386"
"E0035815","E0035854","02/11/2009","25/05/2010","386"
"E0035815","E0035859","02/11/2009","25/05/2010","386"
"E0035815","E0035860","02/11/2009","25/05/2010","386"
"E0035815","E0035863","02/11/2009","25/05/2010","386"
"E0035815","E0035865","02/11/2009","25/05/2010","386"
"E0035815","E0035866","02/11/2009","25/05/2010","386"
"E0035815","E0035868","02/11/2009","25/05/2010","386"
"E0035815","E0053996","02/11/2009","25/05/2010","386"
"E0035815","E0053997","02/11/2009","25/05/2010","386"
"E0035815","E0053998","02/11/2009","25/05/2010","386"
"E0035815","E0053999","02/11/2009","25/05/2010","386"
"E0035815","E0054000","02/11/2009","25/05/2010","386"
"E0035815","E0054001","02/11/2009","25/05/2010","386"
"E0035815","E0054002","02/11/2009","25/05/2010","386"
"E0035815","E0054003","02/11/2009","25/05/2010","386"
"E0035815","E0054004","02/11/2009","25/05/2010","386"
"E0035815","E0054005","02/11/2009","25/05/2010","386"
"E0035815","E0054006","02/11/2009","25/05/2010","386"
"E0035815","E0054007","02/11/2009","25/05/2010","386"
"E0035815","E0054008","02/11/2009","25/05/2010","386"
"E0035815","E0054009","02/11/2009","25/05/2010","386"
"E0035815","E0054010","02/11/2009","25/05/2010","386"
"E0035815","E0054011","02/11/2009","25/05/2010","386"
"E0035815","E0054012","02/11/2009","25/05/2010","386"
"E0035815","E0054013","02/11/2009","25/05/2010","386"
"E0035815","E0054014","02/11/2009","25/05/2010","386"
"E0035815","E0054016","02/11/2009","25/05/2010","386"
"E0035815","E0054017","02/11/2009","25/05/2010","386"
"E0035815","E0054019","02/11/2009","25/05/2010","386"
"E0035815","E0054020","02/11/2009","25/05/2010","386"
"E0035815","E0054021","02/11/2009","25/05/2010","386"
"E0035815","E0054022","02/11/2009","25/05/2010","386"
"E0035815","E0054023","02/11/2009","25/05/2010","386"
"E0035815","E0054026","02/11/2009","25/05/2010","386"
"E0035815","E0054027","02/11/2009","25/05/2010","386"
"E0035815","N0071089","02/11/2009","25/05/2010","386"
"E0035815","N0071090","02/11/2009","25/05/2010","386"
"E0035815","N0071092","02/11/2009","25/05/2010","386"
"E0035815","N0075388","02/11/2009","25/05/2010","386"
"E0035815","N0075389","02/11/2009","25/05/2010","386"
"E0035815","N0075390","02/11/2009","25/05/2010","386"
