"Exchange Point ID","Tiploc Code","CRS Code","Station Name","Easting","Northing","Date of Issue","Issue Version","NaPTAN","Group ID"
"R0000463","CARRBDG","CAG","Carrbridge Rail Station",289878,822465,"25/05/2010","386","9100CARRBDG",
"R0000464","CRSHLTN","CSH","Carshalton Rail Station",527739,164861,"25/05/2010","386","9100CRSHLTN",
"R0000465","CRSHLTB","CSB","Carshalton Beeches Rail Station",527531,163627,"25/05/2010","386","9100CRSHLTB",
"R0000466","CRSTRS","CRS","Carstairs Rail Station",295213,645437,"25/05/2010","386","9100CRSTRS",
"R0000467","CRTSDYK","CDY","Cartsdyke Rail Station",229500,675500,"25/05/2010","386","9100CRTSDYK",
"R0000468","CBARPAR","CBP","Castle Bar Park Rail Station",515860,181770,"25/05/2010","386","9100CBARPAR",
"R0000469","CCARY","CLC","Castle Cary Rail Station",363490,133520,"25/05/2010","386","9100CCARY",
"R0000471","CASTLFD","CFD","Castleford Rail Station",442680,425490,"25/05/2010","386","9100CASTLFD","G516"
"R0000472","CSTL","CAS","Castleton (Manchester) Rail Station",388300,410600,"25/05/2010","386","9100CSTL",
"R0000473","CTNM","CSM","Castleton Moor Rail Station",468370,508500,"25/05/2010","386","9100CTNM",
"R0000474","CATERHM","CAT","Caterham Rail Station",534120,155420,"25/05/2010","386","9100CATERHM",
"R0000475","CATFORD","CTF","Catford Rail Station",537260,173560,"25/05/2010","386","9100CATFORD","G6"
"R0000476","CATFBDG","CFB","Catford Bridge Rail Station",537360,173600,"25/05/2010","386","9100CATFBDG","G6"
"R0000477","CATHAYS","CYS","Cathays Rail Station",318260,177320,"25/05/2010","386","9100CATHAYS",
"R0000478","CCRT","CCT","Cathcart Rail Station",258460,660580,"25/05/2010","386","9100CCRT",
"R0000479","CATTAL","CTL","Cattal Rail Station",444690,455930,"25/05/2010","386","9100CATTAL",
"R0000480","CAUSLND","CAU","Causeland Rail Station",224830,59110,"25/05/2010","386","9100CAUSLND",
"R0000481","CEFNYBD","CYB","Cefn-y-Bedd Rail Station",331060,356230,"25/05/2010","386","9100CEFNYBD",
"R0000482","CHDWLHT","CTH","Chadwell Heath Rail Station",547650,187610,"25/05/2010","386","9100CHDWLHT",
"R0000483","CHADHDD","CFH","Chafford Hundred Rail Station",558904,178779,"25/05/2010","386","9100CHADHDD",
"R0000484","CHLFNAL","CFO","Chalfont and Latimer Rail Station",499647,197573,"25/05/2010","386","9100CHLFNAL",
"R0000485","CHLKWEL","CHW","Chalkwell Rail Station",585303,185582,"25/05/2010","386","9100CHLKWEL",
"R0000486","CHEF","CEF","Chapel-en-le-Frith Rail Station",405510,379480,"25/05/2010","386","9100CHEF",
"R0000487","CHPLTWN","CLN","Chapeltown Rail Station",435533,396309,"25/05/2010","386","9100CHPLTWN",
"R0000488","CHAPLTN","CPN","Chapelton (Devon) Rail Station",258100,126000,"25/05/2010","386","9100CHAPLTN",
"R0000489","CHPWKSC","CWC","Chappel & Wakes Colne Rail Station",589770,228860,"25/05/2010","386","9100CHPWKSC",
"R0000490","CRNG","CHG","Charing (Kent) Rail Station",595005,149132,"25/05/2010","386","9100CRNG",
"R0000491","CHRNGXG","CHC","Charing Cross (Glasgow) Rail Station",258050,665830,"25/05/2010","386","9100CHRNGXG",
"R0000492","CHBURY","CBY","Charlbury Rail Station",435230,219440,"25/05/2010","386","9100CHBURY",
"R0000493","CRLN","CTN","Charlton Rail Station",541130,178385,"25/05/2010","386","9100CRLN",
"R0000494","CHARTHM","CRT","Chartham Rail Station",610683,155227,"25/05/2010","386","9100CHARTHM",
"R0000495","CHASNRD","CSR","Chassen Road Rail Station",375640,394440,"25/05/2010","386","9100CHASNRD",
"R0000496","CHATHAM","CTM","Chatham Rail Station",575547,167608,"25/05/2010","386","9100CHATHAM",
"R0000497","CHHL","CHT","Chathill Rail Station",418630,627040,"25/05/2010","386","9100CHHL",
"R0000498","CHDH","CHU","Cheadle Hulme Rail Station",387570,386580,"25/05/2010","386","9100CHDH",
"R0000499","CHEAM","CHE","Cheam Rail Station",524447,163336,"25/05/2010","386","9100CHEAM",
"R0000500","CHDNGTN","CED","Cheddington Rail Station",492232,218549,"25/05/2010","386","9100CHDNGTN",
"R0000501","CHELFD","CEL","Chelford Rail Station",381450,374910,"25/05/2010","386","9100CHELFD",
"R0000502","CHLMSFD","CHM","Chelmsford Rail Station",570552,207068,"25/05/2010","386","9100CHLMSFD","G56"
"R0000503","CHLSFLD","CLD","Chelsfield Rail Station",546950,164020,"25/05/2010","386","9100CHLSFLD",
"R0000504","CHLTNHM","CNM","Cheltenham Spa Rail Station",393242,222099,"25/05/2010","386","9100CHLTNHM","G57"
"R0000505","CHEPSTW","CPW","Chepstow Rail Station",353600,193700,"25/05/2010","386","9100CHEPSTW","G263"
"R0000506","CHTR","CYT","Cherry Tree Rail Station",365900,426400,"25/05/2010","386","9100CHTR",
"R0000507","CHTSEY","CHY","Chertsey Rail Station",503800,166400,"25/05/2010","386","9100CHTSEY",
"R0000508","CHESHNT","CHN","Cheshunt Rail Station",536647,202307,"25/05/2010","386","9100CHESHNT",
"R0000509","CHSSN","CSN","Chessington North Rail Station",518400,164145,"25/05/2010","386","9100CHSSN",
"R0000510","CHSSS","CSS","Chessington South Rail Station",517900,163300,"25/05/2010","386","9100CHSSS",
"R0000511","CHST","CTR","Chester Rail Station",341335,366985,"25/05/2010","386","9100CHST","G58"
"R0000512","CHSRD","CRD","Chester Road Rail Station",411460,293100,"25/05/2010","386","9100CHSRD",
"R0000513","CLST","CLS","Chester-le-Street Rail Station",427190,551170,"25/05/2010","386","9100CLST",
"R0000514","CHFD","CHD","Chesterfield Rail Station",438800,371400,"25/05/2010","386","9100CHFD","G59"
"R0000515","CHSW","CSW","Chestfield & Swalecliffe Rail Station",613668,166829,"25/05/2010","386","9100CHSW",
"R0000516","CHETNOL","CNO","Chetnole Rail Station",359700,107600,"25/05/2010","386","9100CHETNOL",
"R0000517","CHCHSTR","CCH","Chichester Rail Station",485890,104320,"25/05/2010","386","9100CHCHSTR","G60"
"R0000518","CLMN","CIL","Chilham Rail Station",607800,153700,"25/05/2010","386","9100CLMN",
"R0000519","CHLWTH","CHL","Chilworth Rail Station",503130,147257,"25/05/2010","386","9100CHLWTH",
"R0000520","CHINGFD","CHI","Chingford Rail Station",539200,194610,"25/05/2010","386","9100CHINGFD",
"R0000521","CHNLY","CLY","Chinley Rail Station",403800,382600,"25/05/2010","386","9100CHNLY",
"R0000522","CHIPNHM","CPM","Chippenham Rail Station",392080,173730,"25/05/2010","386","9100CHIPNHM","G147"
"R0000523","CHSD","CHP","Chipstead Rail Station",527690,158280,"25/05/2010","386","9100CHSD",
"R0000524","CHIRK","CRK","Chirk Rail Station",328470,337830,"25/05/2010","386","9100CHIRK","G272"
"R0000525","CHSLHRS","CIT","Chislehurst Rail Station",543200,169400,"25/05/2010","386","9100CHSLHRS",
"R0000526","CHISWCK","CHK","Chiswick Rail Station",520380,177220,"25/05/2010","386","9100CHISWCK",
"R0000527","CHOLSEY","CHO","Cholsey Rail Station",458452,186039,"25/05/2010","386","9100CHOLSEY",
"R0000528","CHORLEY","CRL","Chorley Rail Station",358670,417520,"25/05/2010","386","9100CHORLEY","G273"
"R0000529","CHRW","CLW","Chorleywood Rail Station",502597,196090,"25/05/2010","386","9100CHRW",
"R0000530","CHRISTC","CHR","Christchurch Rail Station",415300,93200,"25/05/2010","386","9100CHRISTC","G274"
"R0000531","CHRSTSH","CHH","Christs Hospital Rail Station",514800,129200,"25/05/2010","386","9100CHRSTSH",
"R0000532","CHOS","CTW","Church & Oswaldtwistle Rail Station",374320,428290,"25/05/2010","386","9100CHOS",
"R0000533","CHFN","CHF","Church Fenton Rail Station",450950,436950,"25/05/2010","386","9100CHFN",
"R0000534","CSTR","CTT","Church Stretton Rail Station",345585,293588,"25/05/2010","386","9100CSTR",
"R0000535","CILMERY","CIM","Cilmeri Rail Station",300440,251250,"25/05/2010","386","9100CILMERY",
"R0000536","CTMSLNK","CTK","City Thameslink Rail Station",531690,181150,"25/05/2010","386","9100CTMSLNK",
"R0000537","CLACTON","CLT","Clacton-on-Sea Rail Station",617600,215300,"25/05/2010","386","9100CLACTON","G275"
"R0000538","CLANDON","CLA","Clandon Rail Station",504560,152714,"25/05/2010","386","9100CLANDON",
"R0000539","CLPM","CPY","Clapham (N Yorks) Rail Station",373300,467800,"25/05/2010","386","9100CLPM",
"R0000540","CLPHHS","CLP","Clapham High Street Rail Station",529820,175710,"25/05/2010","386","9100CLPHHS",
"R0000542","CLPHMJC","CLJ","Clapham Junction Rail Station",527201,175500,"25/05/2010","386","9100CLPHMJC",
"R0000545","CLAPTON","CPT","Clapton Rail Station",534780,186540,"25/05/2010","386","9100CLAPTON",
"R0000546","CLARBRD","CLR","Clarbeston Road Rail Station",201500,220940,"25/05/2010","386","9100CLARBRD",
"R0000547","CLRKSTN","CKS","Clarkston Rail Station",257410,657460,"25/05/2010","386","9100CLRKSTN",
"R0000548","CLAVRDN","CLV","Claverdon Rail Station",420800,264370,"25/05/2010","386","9100CLAVRDN",
"R0000549","CLYGATE","CLG","Claygate Rail Station",515097,163755,"25/05/2010","386","9100CLYGATE",
"R0000550","CLTHRPS","CLE","Cleethorpes Rail Station",530630,409060,"25/05/2010","386","9100CLTHRPS","G276"
"R0000551","CLELAND","CEA","Cleland Rail Station",280365,658470,"25/05/2010","386","9100CLELAND",
"R0000552","CLTN","CLI","Clifton (Manchester) Rail Station",379230,402915,"25/05/2010","386","9100CLTN",
"R0000553","CLFDOWN","CFN","Clifton Down Rail Station",357600,174130,"25/05/2010","386","9100CLFDOWN",
"R0000554","CLITHRO","CLH","Clitheroe Rail Station",374170,441990,"25/05/2010","386","9100CLITHRO",
"R0000555","CLOCKHS","CLK","Clock House Rail Station",536370,169550,"25/05/2010","386","9100CLOCKHS",
"R0000556","CLYNDRW","CUW","Clunderwen Rail Station",211900,219300,"25/05/2010","386","9100CLYNDRW",
"R0000557","CLYBANK","CYK","Clydebank Rail Station",249768,670121,"25/05/2010","386","9100CLYBANK",
"R0000558","COATBDC","CBC","Coatbridge Central Rail Station",272900,665200,"25/05/2010","386","9100COATBDC",
"R0000559","COATBDS","CBS","Coatbridge Sunnyside Rail Station",273170,665610,"25/05/2010","386","9100COATBDS",
"R0000560","COATDYK","COA","Coatdyke Rail Station",274620,665280,"25/05/2010","386","9100COATDYK",
"R0000561","CBHMSDA","CSD","Cobham & Stoke d'Abernon Rail Station",512341,158897,"25/05/2010","386","9100CBHMSDA",
"R0000562","CODSALL","CSL","Codsall Rail Station",386440,303300,"25/05/2010","386","9100CODSALL",
"R0000563","COGAN","CGN","Cogan Rail Station",317460,172560,"25/05/2010","386","9100COGAN",
"R0000564","CLCHSTR","COL","Colchester Rail Station",599100,226417,"25/05/2010","386","9100CLCHSTR","G7"
"R0000565","CLCHRTN","CET","Colchester Town Rail Station",599957,224870,"25/05/2010","386","9100CLCHRTN","G7"
"R0000567","CLHM","CLM","Collingham Rail Station",483680,361500,"25/05/2010","386","9100CLHM",
"R0000568","CTNG","CLL","Collington Rail Station",573153,107296,"25/05/2010","386","9100CTNG",
"R0000569","COLNE","CNE","Colne Rail Station",388180,439860,"25/05/2010","386","9100COLNE","G279"
"R0000571","CLWALL","CWL","Colwall Rail Station",375635,242450,"25/05/2010","386","9100CLWALL",
"R0000572","CBAY","CWB","Colwyn Bay Rail Station",285100,379100,"25/05/2010","386","9100CBAY","G280"
"R0000573","COMBE","CME","Combe (Oxon) Rail Station",441931,215032,"25/05/2010","386","9100COMBE",
"R0000574","COMONDL","COM","Commondale Rail Station",466510,510090,"25/05/2010","386","9100COMONDL",
"R0000575","CONGLTN","CNG","Congleton Rail Station",387220,362320,"25/05/2010","386","9100CONGLTN",
"R0000576","CONBRGH","CNS","Conisbrough Rail Station",450900,399450,"25/05/2010","386","9100CONBRGH",
"R0000577","CONNELF","CON","Connel Ferry Rail Station",191470,734050,"25/05/2010","386","9100CONNELF","G320"
"R0000578","CONONLY","CEY","Cononley Rail Station",399360,446790,"25/05/2010","386","9100CONONLY",
"R0000579","BRKNCPK","CNP","Conway Park Rail Station",332090,388990,"25/05/2010","386","9100BRKNCPK",
"R0000580","CONWY","CNW","Conwy Rail Station",278049,377466,"25/05/2010","386","9100CONWY","G281"
"R0000581","CODNBCH","COB","Cooden Beach Rail Station",570992,106566,"25/05/2010","386","9100CODNBCH",
"R0000582","COOKHAM","COO","Cookham Rail Station",488690,185060,"25/05/2010","386","9100COOKHAM",
"R0000583","COKSBDG","CBR","Cooksbridge Rail Station",540077,113474,"25/05/2010","386","9100COKSBDG",
"R0000584","COOMBE","COE","Coombe Junction Halt (Rail Station)",223885,63619,"25/05/2010","386","9100COOMBE",
"R0000585","COPLSTN","COP","Copplestone Rail Station",276700,103120,"25/05/2010","386","9100COPLSTN",
"R0000586","CRBG","CRB","Corbridge Rail Station",398910,563520,"25/05/2010","386","9100CRBG",
"R0000589","CKHL","CKH","Corkerhill Rail Station",253914,662940,"25/05/2010","386","9100CKHL",
"R0000590","CRCK","CKL","Corkickle Rail Station",297740,517420,"25/05/2010","386","9100CRCK",
"R0000591","CORPACH","CPA","Corpach Rail Station",209680,776720,"25/05/2010","386","9100CORPACH",
"R0000592","CORROUR","CRR","Corrour Rail Station",235620,766410,"25/05/2010","386","9100CORROUR",
"R0000593","CORYTON","COY","Coryton Rail Station",314650,180880,"25/05/2010","386","9100CORYTON",
"R0000594","COSELEY","CSY","Coseley Rail Station",394280,294140,"25/05/2010","386","9100COSELEY",
"R0000595","COSFORD","COS","Cosford Rail Station",379380,305290,"25/05/2010","386","9100COSFORD",
"R0000596","COSHAM","CSA","Cosham Rail Station",465749,105144,"25/05/2010","386","9100COSHAM","G282"
"R0000597","CTTGHM","CGM","Cottingham Rail Station",505100,432880,"25/05/2010","386","9100CTTGHM",
"R0000598","COTNGLY","COT","Cottingley Rail Station",427274,430242,"25/05/2010","386","9100COTNGLY",
"R0000599","COLSDNS","CDS","Coulsdon South Rail Station",529870,159060,"25/05/2010","386","9100COLSDNS","G321"
"R0000600","COVNTRY","COV","Coventry Rail Station",433200,278200,"25/05/2010","386","9100COVNTRY","G61"
"R0000601","COWDEN","CWN","Cowden Rail Station",547658,141714,"25/05/2010","386","9100COWDEN",
"R0000602","CWDNBTH","COW","Cowdenbeath Rail Station",316570,691850,"25/05/2010","386","9100CWDNBTH","G283"
"R0000603","CRADLYH","CRA","Cradley Heath Rail Station",393950,285750,"25/05/2010","386","9100CRADLYH",
"R0000604","CRGDRN","CGD","Craigendoran Rail Station",231000,681300,"25/05/2010","386","9100CRGDRN",
"R0000606","CRMLNGT","CRM","Cramlington Rail Station",425720,577110,"25/05/2010","386","9100CRMLNGT",
"R0000607","CRAVENA","CRV","Craven Arms Rail Station",343200,283000,"25/05/2010","386","9100CRAVENA",
"R0000608","CRAWLEY","CRW","Crawley Rail Station",527029,136332,"25/05/2010","386","9100CRAWLEY","G284"
"R0000609","CRFD","CRY","Crayford Rail Station",551510,174395,"25/05/2010","386","9100CRFD",
"R0000610","CREDITN","CDI","Crediton Rail Station",284000,99500,"25/05/2010","386","9100CREDITN",
"R0000611","CRESING","CES","Cressing Rail Station",577648,220224,"25/05/2010","386","9100CRESING",
"R0000612","CRSNGTN","CSG","Cressington Rail Station",339400,385040,"25/05/2010","386","9100CRSNGTN",
"R0000613","CRWLL","CWD","Creswell (Derbys) Rail Station",452400,374400,"25/05/2010","386","9100CRWLL",
"R0000614","CREWE","CRE","Crewe Rail Station",371100,354800,"25/05/2010","386","9100CREWE","G62"
"R0000615","CRKRN","CKN","Crewkerne Rail Station",345320,108350,"25/05/2010","386","9100CRKRN",
"R0000616","CRHL","CWH","Crews Hill Rail Station",530970,200110,"25/05/2010","386","9100CRHL",
"R0000617","CRNLRCH","CNR","Crianlarich Rail Station",238460,725100,"25/05/2010","386","9100CRNLRCH","G285"
"R0000618","CRICCTH","CCC","Criccieth Rail Station",249660,338010,"25/05/2010","386","9100CRICCTH","G286"
"R0000619","CRKLWD","CRI","Cricklewood Rail Station",524000,185910,"25/05/2010","386","9100CRKLWD",
"R0000620","CFFT","CFF","Croftfoot Rail Station",260480,660580,"25/05/2010","386","9100CFFT",
"R0000621","CFPK","CFT","Crofton Park Rail Station",536520,174740,"25/05/2010","386","9100CFPK",
"R0000622","CMER","CMR","Cromer Rail Station",621410,342040,"25/05/2010","386","9100CMER","G287"
"R0000623","CROMFD","CMF","Cromford Rail Station",430300,357400,"25/05/2010","386","9100CROMFD",
"R0000624","CROKSTN","CKT","Crookston Rail Station",251950,663530,"25/05/2010","386","9100CROKSTN",
"R0000625","CSGT","CRG","Cross Gates Rail Station",436300,434430,"25/05/2010","386","9100CSGT",
"R0000626","CFLATTS","CFL","Crossflatts Rail Station",410300,440260,"25/05/2010","386","9100CFLATTS",
"R0000627","CROSSHL","COI","Crosshill Rail Station",258750,662310,"25/05/2010","386","9100CROSSHL",
"R0000628","CRSMYLF","CMY","Crossmyloof Rail Station",257030,662440,"25/05/2010","386","9100CRSMYLF",
"R0000629","CROT","CSO","Croston Rail Station",348710,419290,"25/05/2010","386","9100CROT",
"R0000630","CROUCHH","CRH","Crouch Hill Rail Station",530600,187500,"25/05/2010","386","9100CROUCHH",
"R0000631","CBGH","COH","Crowborough Rail Station",553472,129725,"25/05/2010","386","9100CBGH",
"R0000632","CRWHRST","CWU","Crowhurst Rail Station",576028,112879,"25/05/2010","386","9100CRWHRST",
"R0000633","CROWLE","CWE","Crowle Rail Station",478380,411000,"25/05/2010","386","9100CROWLE",
"R0000634","CRWTHRN","CRN","Crowthorne Rail Station",482294,163735,"25/05/2010","386","9100CRWTHRN",
"R0000636","CROY","CRO","Croy Rail Station",272980,675500,"25/05/2010","386","9100CROY",
"R0000637","CRYSTLP","CYP","Crystal Palace Rail Station",534120,170550,"25/05/2010","386","9100CRYSTLP",
"R0000638","CUDNGTN","CUD","Cuddington Rail Station",360100,371600,"25/05/2010","386","9100CUDNGTN",
"R0000639","CUFFLEY","CUF","Cuffley Rail Station",530700,202800,"25/05/2010","386","9100CUFFLEY",
"R0000640","CULHAM","CUM","Culham Rail Station",452915,195276,"25/05/2010","386","9100CULHAM",
"R0000641","CULRAIN","CUA","Culrain Rail Station",257680,894770,"25/05/2010","386","9100CULRAIN",
"R0000642","CMBRNLD","CUB","Cumbernauld Rail Station",276410,673880,"25/05/2010","386","9100CMBRNLD","G288"
"R0000643","CUPAR","CUP","Cupar Rail Station",337700,714300,"25/05/2010","386","9100CUPAR",
"R0000644","CURRIEH","CUH","Curriehill Rail Station",317640,668280,"25/05/2010","386","9100CURRIEH",
"R0000646","CXTN","CUX","Cuxton Rail Station",571435,166750,"25/05/2010","386","9100CXTN",
"R0000647","CMBH","CMH","Cwmbach Rail Station",302400,201300,"25/05/2010","386","9100CMBH",
"R0000648","CWMBRAN","CWM","Cwmbran Rail Station",329800,195800,"25/05/2010","386","9100CWMBRAN","G289"
"R0000649","CYNGHRD","CYN","Cynghordy Rail Station",280220,240677,"25/05/2010","386","9100CYNGHRD",
"R0000650","DGNHMDC","DDK","Dagenham Dock Rail Station",548975,182980,"25/05/2010","386","9100DGNHMDC",
"R0000651","DAISYH","DSY","Daisy Hill Rail Station",365910,404880,"25/05/2010","386","9100DAISYH",
"R0000652","DALGETY","DAG","Dalgety Bay Rail Station",314890,684090,"25/05/2010","386","9100DALGETY",
"R0000653","DLMALLY","DAL","Dalmally Rail Station",215980,727210,"25/05/2010","386","9100DLMALLY","G290"
"R0000654","DLMRNOK","DAK","Dalmarnock Rail Station",261230,663210,"25/05/2010","386","9100DLMRNOK",
"R0000655","DLMY","DAM","Dalmeny Rail Station",313900,677900,"25/05/2010","386","9100DLMY",
"R0000656","DALMUIR","DMR","Dalmuir Rail Station",248420,671420,"25/05/2010","386","9100DALMUIR",
"R0000657","DLREOCH","DLR","Dalreoch Rail Station",239120,675710,"25/05/2010","386","9100DLREOCH",
"R0000658","DALRY","DLY","Dalry Rail Station",229752,649195,"25/05/2010","386","9100DALRY",
"R0000659","DALSTON","DLS","Dalston (Cumbria) Rail Station",336600,550600,"25/05/2010","386","9100DALSTON",
"R0000660","DALSKLD","DLK","Dalston Kingsland Rail Station",533525,185005,"25/05/2010","386","9100DALSKLD",
"R0000661","DALTON","DLT","Dalton Rail Station",323100,473800,"25/05/2010","386","9100DALTON",
"R0000662","DALWHIN","DLW","Dalwhinnie Rail Station",263420,784900,"25/05/2010","386","9100DALWHIN","G291"
"R0000663","DANBY","DNY","Danby Rail Station",470700,508440,"25/05/2010","386","9100DANBY",
"R0000664","DANESCT","DCT","Danescourt Rail Station",314447,178674,"25/05/2010","386","9100DANESCT",
"R0000665","DANZEY","DZY","Danzey Rail Station",412280,269600,"25/05/2010","386","9100DANZEY",
"R0000666","DLTN","DAR","Darlington Rail Station",429400,514000,"25/05/2010","386","9100DLTN","G63"
"R0000667","DARNALL","DAN","Darnall Rail Station",439170,387687,"25/05/2010","386","9100DARNALL",
"R0000668","DARSHAM","DSM","Darsham Rail Station",640480,269720,"25/05/2010","386","9100DARSHAM",
"R0000669","DARTFD","DFD","Dartford Rail Station",554314,174378,"25/05/2010","386","9100DARTFD",
"R0000670","DRTN","DRT","Darton Rail Station",431100,410300,"25/05/2010","386","9100DRTN",
"R0000671","DARWEN","DWN","Darwen Rail Station",369400,422500,"25/05/2010","386","9100DARWEN","G292"
"R0000672","DATCHET","DAT","Datchet Rail Station",498740,176970,"25/05/2010","386","9100DATCHET",
"R0000673","DAVNPRT","DVN","Davenport Rail Station",389925,388240,"25/05/2010","386","9100DAVNPRT",
"R0000674","DAWLISH","DWL","Dawlish Rail Station",296400,76700,"25/05/2010","386","9100DAWLISH","G293"
"R0000675","DAWLSHW","DWW","Dawlish Warren Rail Station",297900,78700,"25/05/2010","386","9100DAWLSHW",
"R0000676","DEAL","DEA","Deal Rail Station",637424,152584,"25/05/2010","386","9100DEAL","G294"
"R0000677","DEAN","DEN","Dean Rail Station",425700,127050,"25/05/2010","386","9100DEAN",
"R0000678","MNCRDLN","DNN","Dean Lane Rail Station (closed)",387850,400840,"25/05/2010","386","9100MNCRDLN",
"R0000679","MNCRDGT","DGT","Deansgate Rail Station",383434,397524,"25/05/2010","386","9100MNCRDGT",
"R0000680","DEGANWY","DGY","Deganwy Rail Station",277900,379100,"25/05/2010","386","9100DEGANWY",
"R0000681","DEIGHTN","DHN","Deighton Rail Station",416470,419180,"25/05/2010","386","9100DEIGHTN",
"R0000682","DELAMER","DLM","Delamere Rail Station",355600,370400,"25/05/2010","386","9100DELAMER",
"R0000683","DNDL","DBD","Denby Dale Rail Station",422400,408500,"25/05/2010","386","9100DNDL",
"R0000684","DENHAM","DNM","Denham Rail Station",504214,187733,"25/05/2010","386","9100DENHAM",
"R0000685","DENHMGC","DGC","Denham Golf Club Rail Station",502800,187900,"25/05/2010","386","9100DENHMGC",
"R0000686","DENMRKH","DMK","Denmark Hill Rail Station",532810,176090,"25/05/2010","386","9100DENMRKH",
"R0000687","DENT","DNT","Dent Rail Station",376425,487480,"25/05/2010","386","9100DENT",
"R0000688","DNTON","DTN","Denton Rail Station",391355,395576,"25/05/2010","386","9100DNTON",
"R0000689","DEPTFD","DEP","Deptford Rail Station",537160,177390,"25/05/2010","386","9100DEPTFD",
"R0000690","DRBY","DBY","Derby Rail Station",436201,335550,"25/05/2010","386","9100DRBY","G64"
"R0000691","DERBYRD","DBR","Derby Road (Ipswich) Rail Station",618320,243910,"25/05/2010","386","9100DERBYRD",
"R0000693","DERKER","DKR","Derker Rail Station (closed)",393360,405950,"25/05/2010","386","9100DERKER",
"R0000694","DEVNPRT","DPT","Devonport Rail Station",245700,55400,"25/05/2010","386","9100DEVNPRT",
"R0000695","DWBY","DEW","Dewsbury Rail Station",424300,421800,"25/05/2010","386","9100DWBY","G295"
"R0000696","DIDCOTP","DID","Didcot Parkway Rail Station",452523,190507,"25/05/2010","386","9100DIDCOTP",
"R0000697","DIGBY","DIG","Digby & Sowton Rail Station",296040,91490,"25/05/2010","386","9100DIGBY",
"R0000698","DILTONM","DMH","Dilton Marsh Rail Station",385620,149890,"25/05/2010","386","9100DILTONM",
"R0000699","DINASR","DMG","Dinas (Rhondda) Rail Station",300570,191980,"25/05/2010","386","9100DINASR",
"R0000700","DINASP","DNS","Dinas Powys Rail Station",315400,171000,"25/05/2010","386","9100DINASP",
"R0000701","DGLROAD","DGL","Dingle Road Rail Station",318040,171890,"25/05/2010","386","9100DGLROAD",
"R0000702","DINGWAL","DIN","Dingwall Rail Station",255323,858608,"25/05/2010","386","9100DINGWAL",
"R0000703","DINSDAL","DND","Dinsdale Rail Station",434600,513400,"25/05/2010","386","9100DINSDAL",
"R0000704","DNTG","DTG","Dinting Rail Station",402070,394730,"25/05/2010","386","9100DNTG",
"R0000705","DISLEY","DSL","Disley Rail Station",397270,384590,"25/05/2010","386","9100DISLEY",
"R0000706","DISS","DIS","Diss Rail Station",612730,279660,"25/05/2010","386","9100DISS","G296"
"R0000707","DOCKYDP","DOC","Dockyard (Plymouth) Rail Station",245400,55860,"25/05/2010","386","9100DOCKYDP",
"R0000708","DODWRTH","DOD","Dodworth Rail Station",431180,405380,"25/05/2010","386","9100DODWRTH",
"R0000709","DOLAU","DOL","Dolau Rail Station",313920,267110,"25/05/2010","386","9100DOLAU",
"R0000710","DOLEHAM","DLH","Doleham Rail Station",583600,116500,"25/05/2010","386","9100DOLEHAM",
"R0000711","DOLGARG","DLG","Dolgarrog Rail Station",278309,367024,"25/05/2010","386","9100DOLGARG",
"R0000712","DLWYDLN","DWD","Dolwyddelan Rail Station",273740,352190,"25/05/2010","386","9100DLWYDLN",
"R0000713","DONC","DON","Doncaster Rail Station",457100,403100,"25/05/2010","386","9100DONC","G65"
"R0000714","DRCHS","DCH","Dorchester South Rail Station",369223,90053,"25/05/2010","386","9100DRCHS","G9"
"R0000715","DRCHW","DCW","Dorchester West Rail Station",368850,90240,"25/05/2010","386","9100DRCHW","G9"
"R0000716","DORE","DOR","Dore Rail Station",432370,381280,"25/05/2010","386","9100DORE",
"R0000717","DORKING","DKG","Dorking Rail Station",517073,150417,"25/05/2010","386","9100DORKING","G10"
"R0000718","DEPDENE","DPD","Dorking Deepdene Rail Station",517051,150180,"25/05/2010","386","9100DEPDENE","G10"
"R0000719","DRKGW","DKT","Dorking West Rail Station",515987,149869,"25/05/2010","386","9100DRKGW","G10"
"R0000720","DORMANS","DMS","Dormans Rail Station",539662,141508,"25/05/2010","386","9100DORMANS",
"R0000721","DORIDGE","DDG","Dorridge Rail Station",416920,274920,"25/05/2010","386","9100DORIDGE",
"R0000723","DVHL","DVH","Dove Holes Rail Station",407400,378100,"25/05/2010","386","9100DVHL",
"R0000724","DOVERP","DVP","Dover Priory Rail Station",631380,141464,"25/05/2010","386","9100DOVERP","G66"
"R0000725","DOVRCRT","DVC","Dovercourt Rail Station",625597,231777,"25/05/2010","386","9100DOVRCRT","G297"
"R0000726","DOVYJN","DVY","Dovey Junction Rail Station",269690,298020,"25/05/2010","386","9100DOVYJN",
"R0000727","DOWNHAM","DOW","Downham Market Rail Station",560300,303330,"25/05/2010","386","9100DOWNHAM",
"R0000728","DRAYGRN","DRG","Drayton Green Rail Station",515960,181065,"25/05/2010","386","9100DRAYGRN",
"R0000729","DRYP","DYP","Drayton Park Rail Station",531445,185465,"25/05/2010","386","9100DRYP",
"R0000730","DREMJ","DRM","Drem Rail Station",351080,679410,"25/05/2010","386","9100DREMJ",
"R0000731","DRIFILD","DRF","Driffield Rail Station",502700,457300,"25/05/2010","386","9100DRIFILD","G298"
"R0000732","DRIGG","DRI","Drigg Rail Station",306340,498900,"25/05/2010","386","9100DRIGG",
