"Exchange Point ID","Tiploc Code","CRS Code","Station Name","Easting","Northing","Date of Issue","Issue Version","NaPTAN","Group ID"
"R0002108","SHRWBY","SHR","Shrewsbury Rail Station",349445,312960,"25/05/2010","386","9100SHRWBY","G116"
"R0002109","SIDCUP","SID","Sidcup Rail Station",546300,172700,"25/05/2010","386","9100SIDCUP",
"R0002111","SILEBY","SIL","Sileby Rail Station",460197,315255,"25/05/2010","386","9100SILEBY",
"R0002112","SILCRFT","SIC","Silecroft Rail Station",313040,481990,"25/05/2010","386","9100SILCRFT",
"R0002113","SKSCMN","SLK","Silkstone Common Rail Station",429030,404340,"25/05/2010","386","9100SKSCMN",
"R0002114","SIVRST","SLV","Silver Street Rail Station",533916,192420,"25/05/2010","386","9100SIVRST",
"R0002115","SDAL","SVR","Silverdale Rail Station",347620,475200,"25/05/2010","386","9100SDAL",
"R0002118","SINGER","SIN","Singer Rail Station",249728,670900,"25/05/2010","386","9100SINGER",
"R0002119","STNGBRN","SIT","Sittingbourne Rail Station",590564,163871,"25/05/2010","386","9100STNGBRN",
"R0002120","SKEGNES","SKG","Skegness Rail Station",556200,363200,"25/05/2010","386","9100SKEGNES","G190"
"R0002121","SKEWEN","SKE","Skewen Rail Station",272380,197460,"25/05/2010","386","9100SKEWEN",
"R0002122","SKPT","SKI","Skipton Rail Station",398400,451400,"25/05/2010","386","9100SKPT","G449"
"R0002123","SLADEGN","SGR","Slade Green Rail Station",552248,176588,"25/05/2010","386","9100SLADEGN",
"R0002124","SLTHWTE","SWT","Slaithwaite Rail Station",407930,414150,"25/05/2010","386","9100SLTHWTE",
"R0002125","SLATEFD","SLA","Slateford Rail Station",322400,671100,"25/05/2010","386","9100SLATEFD",
"R0002126","SLEFD","SLR","Sleaford Rail Station",506790,345420,"25/05/2010","386","9100SLEFD","G450"
"R0002127","SLEGHTS","SLH","Sleights Rail Station",486800,508120,"25/05/2010","386","9100SLEGHTS",
"R0002128","SLOUGH","SLO","Slough Rail Station",497839,180157,"25/05/2010","386","9100SLOUGH","G451"
"R0002129","SMLHTH","SMA","Small Heath Rail Station",409650,285100,"25/05/2010","386","9100SMLHTH",
"R0002130","SMALBRK","SAB","Smallbrook Junction Rail Station",459815,90504,"25/05/2010","386","9100SMALBRK",
"R0002132","GALTILL","SGB","Smethwick Galton Bridge Rail Station",401420,289320,"25/05/2010","386","9100GALTILL",
"R0002133","SMTHKRS","SMR","Smethwick Rolfe Street Rail Station",402090,288720,"25/05/2010","386","9100SMTHKRS",
"R0002134","SMITHAM","SMI","Smitham Rail Station",530090,159755,"25/05/2010","386","9100SMITHAM",
"R0002135","SMBG","SMB","Smithy Bridge Rail Station",392592,415198,"25/05/2010","386","9100SMBG",
"R0002136","SNAITH","SNI","Snaith Rail Station",464250,422290,"25/05/2010","386","9100SNAITH",
"R0002137","SNODLND","SDA","Snodland Rail Station",570660,161860,"25/05/2010","386","9100SNODLND",
"R0002138","SNWDNAN","SWO","Snowdown Rail Station",624537,151141,"25/05/2010","386","9100SNWDNAN",
"R0002139","SOLEST","SOR","Sole Street Rail Station",565583,167583,"25/05/2010","386","9100SOLEST",
"R0002140","SOLIHUL","SOL","Solihull Rail Station",414490,279620,"25/05/2010","386","9100SOLIHUL","G191"
"R0002141","SMRLYTN","SYT","Somerleyton Rail Station",647930,296530,"25/05/2010","386","9100SMRLYTN",
"R0002142","SACTON","SAT","South Acton Rail Station",520170,179280,"25/05/2010","386","9100SACTON",
"R0002143","STHBANK","SBK","South Bank Rail Station",453310,521270,"25/05/2010","386","9100STHBANK",
"R0002144","SBRMNDS","SBM","South Bermondsey Rail Station",535160,178370,"25/05/2010","386","9100SBRMNDS",
"R0002145","SCROYDN","SCY","South Croydon Rail Station",532830,164380,"25/05/2010","386","9100SCROYDN",
"R0002146","SELMSAL","SES","South Elmsall Rail Station",447430,411130,"25/05/2010","386","9100SELMSAL",
"R0002147","SGFORD","SGN","South Greenford Rail Station",515465,182960,"25/05/2010","386","9100SGFORD",
"R0002148","STHGYLE","SGL","South Gyle Rail Station",318920,672240,"25/05/2010","386","9100STHGYLE",
"R0002149","SHMPSTD","SOH","South Hampstead Rail Station",526420,184080,"25/05/2010","386","9100SHMPSTD",
"R0002150","SKENTON","SOK","South Kenton Rail Station",517330,187060,"25/05/2010","386","9100SKENTON",
"R0002151","SMERTON","SMO","South Merton Rail Station",524920,168660,"25/05/2010","386","9100SMERTON",
"R0002152","SMILFD","SOM","South Milford Rail Station",449482,432038,"25/05/2010","386","9100SMILFD",
"R0002153","SRUISLP","SRU","South Ruislip Rail Station",511070,185440,"25/05/2010","386","9100SRUISLP",
"R0002154","STOTNHM","STO","South Tottenham Rail Station",533700,188600,"25/05/2010","386","9100STOTNHM",
"R0002155","WGSTS","SWS","South Wigston Rail Station",458770,298620,"25/05/2010","386","9100WGSTS",
"R0002156","STHALL","STL","Southall Rail Station",512627,179804,"25/05/2010","386","9100STHALL",
"R0002157","SOTPKWY","SOA","Southampton Airport Parkway Rail Station",444836,117013,"25/05/2010","386","9100SOTPKWY",
"R0002158","SOTON","SOU","Southampton Central Rail Station",441327,112161,"25/05/2010","386","9100SOTON","G117"
"R0002159","SBOURNE","SOB","Southbourne Rail Station",476965,105985,"25/05/2010","386","9100SBOURNE",
"R0002160","SBURY","SBU","Southbury Rail Station",534840,196230,"25/05/2010","386","9100SBURY",
"R0002161","SESARDM","SEE","Southease Rail Station",543100,105500,"25/05/2010","386","9100SESARDM",
"R0002162","STHCENT","SOC","Southend Central Rail Station",588162,185503,"25/05/2010","386","9100STHCENT","G27"
"R0002163","STHNDE","SOE","Southend East Rail Station",589547,185767,"25/05/2010","386","9100STHNDE",
"R0002164","STHVIC","SOV","Southend Victoria Rail Station",588128,185997,"25/05/2010","386","9100STHVIC","G27"
"R0002165","SMINSTR","SMN","Southminster Rail Station",596190,199566,"25/05/2010","386","9100SMINSTR",
"R0002166","SOUTHPT","SOP","Southport Rail Station",333832,417135,"25/05/2010","386","9100SOUTHPT","G452"
"R0002168","STHWICK","SWK","Southwick Rail Station",524323,105147,"25/05/2010","386","9100STHWICK","G453"
"R0002169","SWRBBDG","SOW","Sowerby Bridge Rail Station",406240,423500,"25/05/2010","386","9100SWRBBDG",
"R0002170","SPALDNG","SPA","Spalding Rail Station",524390,322840,"25/05/2010","386","9100SPALDNG","G454"
"R0002171","SPEANBD","SBR","Spean Bridge Rail Station",222120,781430,"25/05/2010","386","9100SPEANBD","G455"
"R0002172","SPITAL","SPI","Spital Rail Station",333920,383020,"25/05/2010","386","9100SPITAL",
"R0002173","SPDN","SPO","Spondon Rail Station",439700,335139,"25/05/2010","386","9100SPDN",
"R0002174","SPONRRW","SPN","Spooner Row Rail Station",609430,297491,"25/05/2010","386","9100SPONRRW",
"R0002175","SPRD","SRI","Spring Road Rail Station",411150,282840,"25/05/2010","386","9100SPRD",
"R0002176","SPRNGBN","SPR","Springburn Rail Station",260720,667640,"25/05/2010","386","9100SPRNGBN",
"R0002177","SPFD","SPF","Springfield Rail Station",334960,711890,"25/05/2010","386","9100SPFD",
"R0002178","SQUIRES","SQU","Squires Gate Rail Station",330883,431734,"25/05/2010","386","9100SQUIRES",
"R0002179","STALBCY","SAC","St Albans Rail Station",515549,207076,"25/05/2010","386","9100STALBCY","G456"
"R0002180","STALBNA","SAA","St Albans Abbey Rail Station",514526,206414,"25/05/2010","386","9100STALBNA","G456"
"R0002181","SADWRD","SAR","St Andrews Road Rail Station",351776,179546,"25/05/2010","386","9100SADWRD",
"R0002182","STAS","SAS","St Annes-on-the-Sea Rail Station",332241,429010,"25/05/2010","386","9100STAS","G457"
"R0002183","STAUSTL","SAU","St Austell Rail Station",201611,52565,"25/05/2010","386","9100STAUSTL","G458"
"R0002184","STBEES","SBS","St Bees Rail Station",297020,511970,"25/05/2010","386","9100STBEES",
"R0002185","STBDXFR","SBF","St Budeaux Ferry Road Rail Station",244700,58010,"25/05/2010","386","9100STBDXFR",
"R0002186","STBDXVR","SBV","St Budeaux Victoria Road Rail Station",244600,58100,"25/05/2010","386","9100STBDXVR",
"R0002187","STCLMBR","SCR","St Columb Road Rail Station",191100,59600,"25/05/2010","386","9100STCLMBR",
"R0002188","STDENYS","SDN","St Denys Rail Station",443130,113815,"25/05/2010","386","9100STDENYS",
"R0002189","STERTH","SER","St Erth Rail Station",154150,35730,"25/05/2010","386","9100STERTH","G459"
"R0002190","STGRMNS","SGM","St Germans Rail Station",236020,57480,"25/05/2010","386","9100STGRMNS",
"R0002191","STHLNSC","SNH","St Helens central Rail Station",351600,395400,"25/05/2010","386","9100STHLNSC","G460"
"R0002192","STHLNSJ","SHJ","St Helens Junction Rail Station",353574,393222,"25/05/2010","386","9100STHLNSJ",
"R0002193","SHLIER","SIH","St Helier (London) Rail Station",525400,167200,"25/05/2010","386","9100SHLIER",
"R0002194","STIVES","SIV","St Ives (Cornwall) Rail Station",152030,40080,"25/05/2010","386","9100STIVES","G461"
"R0002195","STJMSST","SJS","St James Street Rail Station",536400,188700,"25/05/2010","386","9100STJMSST",
"R0002196","STJAMSP","SJP","St James Park (Devon) Rail Station",292682,93498,"25/05/2010","386","9100STJAMSP",
"R0002197","STJOHNS","SAJ","St Johns Rail Station",537400,176300,"25/05/2010","386","9100STJOHNS",
"R0002198","STKEYNE","SKN","St Keyne Wishing Well Halt (Rail Station)",225102,61032,"25/05/2010","386","9100STKEYNE",
"R0002199","STLNRWS","SLQ","St Leonards Warrior Square Rail Station",580316,109385,"25/05/2010","386","9100STLNRWS","G462"
"R0002200","SMARGRT","SMT","St Margarets (Herts) Rail Station",538131,211803,"25/05/2010","386","9100SMARGRT",
"R0002201","STMGTS","SMG","St Margarets (London) Rail Station",516800,174240,"25/05/2010","386","9100STMGTS",
"R0002202","STMRYC","SMY","St Mary Cray Rail Station",546700,168300,"25/05/2010","386","9100STMRYC",
"R0002203","STMCHLS","STM","St Michaels Rail Station",336710,386950,"25/05/2010","386","9100STMCHLS",
"R0002204","STNEOTS","SNO","St Neots Rail Station",519790,260710,"25/05/2010","386","9100STNEOTS","G193"
"R0002205","STAFFRD","STA","Stafford Rail Station",391870,322933,"25/05/2010","386","9100STAFFRD","G119"
"R0002206","STAINES","SNS","Staines Rail Station",504150,171446,"25/05/2010","386","9100STAINES",
"R0002207","SBROUGH","SLL","Stallingborough Rail Station",520330,411590,"25/05/2010","386","9100SBROUGH",
"R0002208","SBYD","SYB","Stalybridge Rail Station",395934,398653,"25/05/2010","386","9100SBYD",
"R0002209","STAMFD","SMD","Stamford Rail Station",502900,306600,"25/05/2010","386","9100STAMFD","G463"
"R0002210","STMFDHL","SMH","Stamford Hill Rail Station",533380,187930,"25/05/2010","386","9100STMFDHL",
"R0002211","SLEHOPE","SFO","Stanford-le-Hope Rail Station",568227,182276,"25/05/2010","386","9100SLEHOPE",
"R0002212","STNLWAT","SNT","Stanlow & Thornton Rail Station",344010,376030,"25/05/2010","386","9100STNLWAT",
"R0002213","STANAIR","SSD","Stansted Airport Rail Station",555683,223530,"25/05/2010","386","9100STANAIR","G120"
"R0002214","STANMFC","SST","Stansted Mountfitchet Rail Station",551438,224815,"25/05/2010","386","9100STANMFC",
"R0002215","SPHS","SPU","Staplehurst Rail Station",578392,144450,"25/05/2010","386","9100SPHS",
"R0002216","STPLTNR","SRD","Stapleton Road Rail Station",360765,174434,"25/05/2010","386","9100STPLTNR",
"R0002217","STARBCK","SBE","Starbeck Rail Station",432800,456000,"25/05/2010","386","9100STARBCK",
"R0002218","STRCROS","SCS","Starcross Rail Station",297700,81900,"25/05/2010","386","9100STRCROS","G464"
"R0002219","STAVELY","SVL","Staveley Rail Station",346870,498080,"25/05/2010","386","9100STAVELY",
"R0002220","STECHFD","SCF","Stechford Rail Station",412930,287450,"25/05/2010","386","9100STECHFD",
"R0002221","STEETON","SON","Steeton & Silsden Rail Station",403770,444900,"25/05/2010","386","9100STEETON",
"R0002222","STEPPS","SPS","Stepps Rail Station",266210,668380,"25/05/2010","386","9100STEPPS",
"R0002223","STEVNGE","SVG","Stevenage Rail Station",523448,224090,"25/05/2010","386","9100STEVNGE","G465"
"R0002224","STVNSTN","STV","Stevenston Rail Station",226940,641290,"25/05/2010","386","9100STVNSTN",
"R0002225","STWRTBY","SWR","Stewartby Rail Station",501496,242222,"25/05/2010","386","9100STWRTBY",
"R0002226","STEWRTN","STT","Stewarton Rail Station",241780,646060,"25/05/2010","386","9100STEWRTN",
"R0002227","STIRLNG","STG","Stirling Rail Station",279757,693585,"25/05/2010","386","9100STIRLNG","G121"
"R0002228","STKP","SPT","Stockport Rail Station",389260,389870,"25/05/2010","386","9100STKP","G122"
"R0002229","STCKSFL","SKS","Stocksfield Rail Station",405430,561380,"25/05/2010","386","9100STCKSFL",
"R0002230","STKSMR","SSM","Stocksmoor Rail Station",418400,410900,"25/05/2010","386","9100STKSMR",
"R0002231","STOCTON","STK","Stockton Rail Station",444156,519591,"25/05/2010","386","9100STOCTON","G466"
"R0002232","STKM","SKM","Stoke Mandeville Rail Station",483965,210603,"25/05/2010","386","9100STKM",
"R0002233","STKNWNG","SKW","Stoke Newington Rail Station",533670,186910,"25/05/2010","386","9100STKNWNG",
"R0002234","STOKEOT","SOT","Stoke-on-Trent Rail Station",387953,345645,"25/05/2010","386","9100STOKEOT","G123"
"R0002235","STONE","SNE","Stone Rail Station",389670,334555,"25/05/2010","386","9100STONE",
"R0002236","STCR","SCG","Stone Crossing Rail Station",557394,174913,"25/05/2010","386","9100STCR",
"R0002237","STNBGPK","SBP","Stonebridge Park Rail Station",519660,184210,"25/05/2010","386","9100STNBGPK",
"R0002238","SNGT","SOG","Stonegate Rail Station",565892,127169,"25/05/2010","386","9100SNGT",
"R0002239","SHVN","STN","Stonehaven Rail Station",386400,786200,"25/05/2010","386","9100SHVN","G467"
"R0002241","STNHSE","SHU","Stonehouse Rail Station",380800,205280,"25/05/2010","386","9100STNHSE",
"R0002242","STLEIGH","SNL","Stoneleigh Rail Station",522024,164159,"25/05/2010","386","9100STLEIGH",
"R0002244","STRBDGJ","SBJ","Stourbridge Junction Rail Station",391000,283300,"25/05/2010","386","9100STRBDGJ",
"R0002245","STRBDGT","SBT","Stourbridge Town Rail Station",390460,284190,"25/05/2010","386","9100STRBDGT",
"R0002246","STWMRKT","SMK","Stowmarket Rail Station",605160,258850,"25/05/2010","386","9100STWMRKT","G468"
"R0002247","STRNRR","STR","Stranraer Rail Station",206200,561400,"25/05/2010","386","9100STRNRR","G469"
"R0002249","STFD","SRA","Stratford (London) Rail Station",538557,184444,"25/05/2010","386","9100STFD",
"R0002251","SOAV","SAV","Stratford-upon-Avon Rail Station",419490,255150,"25/05/2010","386","9100SOAV","G470"
"R0002252","STCN","STC","Strathcarron Rail Station",194231,842124,"25/05/2010","386","9100STCN",
"R0002253","STRWBYH","STW","Strawberry Hill Rail Station",515500,172500,"25/05/2010","386","9100STRWBYH",
"R0002254","STRETHM","STE","Streatham Rail Station",530000,171300,"25/05/2010","386","9100STRETHM",
"R0002255","STRHCOM","SRC","Streatham Common Rail Station",529700,170500,"25/05/2010","386","9100STRHCOM",
"R0002256","STRHILL","SRH","Streatham Hill Rail Station",530200,172700,"25/05/2010","386","9100STRHILL",
"R0002257","STHS","SHC","Streethouse Rail Station",439740,420150,"25/05/2010","386","9100STHS",
"R0002258","STRINES","SRN","Strines Rail Station",397841,386465,"25/05/2010","386","9100STRINES",
"R0002259","STRMFRY","STF","Stromeferry Rail Station",186467,834667,"25/05/2010","386","9100STRMFRY",
"R0002261","STROOD","SOO","Strood Rail Station",574027,169356,"25/05/2010","386","9100STROOD",
"R0002262","STRUD","STD","Stroud (Glos) Rail Station",384950,205120,"25/05/2010","386","9100STRUD","G471"
"R0002263","STURRY","STU","Sturry Rail Station",617746,160401,"25/05/2010","386","9100STURRY",
"R0002264","STYAL","SYA","Styal Rail Station",384090,383520,"25/05/2010","386","9100STYAL",
"R0002265","SDBRYHR","SUD","Sudbury & Harrow Road Rail Station",516850,185300,"25/05/2010","386","9100SDBRYHR",
"R0002266","SUDBURY","SUY","Sudbury (Suffolk) Rail Station",587723,241073,"25/05/2010","386","9100SUDBURY",
"R0002267","SDBRYHH","SDH","Sudbury Hill Harrow Rail Station",515496,185698,"25/05/2010","386","9100SDBRYHH",
"R0002268","SGRLOAF","SUG","Sugar Loaf Rail Station",284500,244000,"25/05/2010","386","9100SGRLOAF",
"R0002269","SUMRSTN","SUM","Summerston Rail Station",256808,669701,"25/05/2010","386","9100SUMRSTN",
"R0002270","SUNBURY","SUU","Sunbury Rail Station",510119,169998,"25/05/2010","386","9100SUNBURY",
"R0002271","SNDRLND","SUN","Sunderland Rail Station",439705,556910,"25/05/2010","386","9100SNDRLND","G124"
"R0002272","SNDP","SUP","Sundridge Park Rail Station",540600,170200,"25/05/2010","386","9100SNDP",
"R0002273","SUNNGDL","SNG","Sunningdale Rail Station",495206,166764,"25/05/2010","386","9100SUNNGDL",
"R0002274","SUNYMDS","SNY","Sunnymeads Rail Station",500186,175532,"25/05/2010","386","9100SUNYMDS",
"R0002275","SURBITN","SUR","Surbiton Rail Station",518100,167300,"25/05/2010","386","9100SURBITN",
"R0002276","SUTTON","SUO","Sutton (London) Rail Station",526034,163826,"25/05/2010","386","9100SUTTON",
"R0002277","SUTCO","SUT","Sutton Coldfield Rail Station",411970,296360,"25/05/2010","386","9100SUTCO",
"R0002278","SUTTONC","SUC","Sutton Common Rail Station",525635,165525,"25/05/2010","386","9100SUTTONC",
"R0002279","STTNPWY","SPK","Sutton Parkway Rail Station",450590,357710,"25/05/2010","386","9100STTNPWY",
"R0002281","SWALE","SWL","Swale Rail Station",591234,169158,"25/05/2010","386","9100SWALE",
"R0002282","SWLY","SAY","Swanley Rail Station",551016,168271,"25/05/2010","386","9100SWLY",
"R0002283","SWNSCMB","SWM","Swanscombe Rail Station",560582,174761,"25/05/2010","386","9100SWNSCMB",
"R0002284","SWANSEA","SWA","Swansea Rail Station",265700,193600,"25/05/2010","386","9100SWANSEA","G125"
"R0002286","SWNWICK","SNW","Swanwick Rail Station",451750,108720,"25/05/2010","386","9100SWNWICK",
"R0002287","SWAY","SWY","Sway Rail Station",427590,98420,"25/05/2010","386","9100SWAY",
"R0002288","SWYTHLN","SWG","Swaythling Rail Station",443910,115930,"25/05/2010","386","9100SWYTHLN",
"R0002289","SWNDRBY","SWD","Swinderby Rail Station",486820,364390,"25/05/2010","386","9100SWNDRBY",
"R0002290","SDON","SWI","Swindon Rail Station",414964,185199,"25/05/2010","386","9100SDON","G126"
"R0002291","SWSHEAD","SWE","Swineshead Rail Station",521840,342920,"25/05/2010","386","9100SWSHEAD",
"R0002292","SWNT","SNN","Swinton (Manchester) Rail Station",377720,402070,"25/05/2010","386","9100SWNT",
"R0002293","SWINTN","SWN","Swinton (South Yorks) Rail Station",446160,399060,"25/05/2010","386","9100SWINTN",
"R0002294","SYDENHM","SYD","Sydenham Rail Station",535370,171600,"25/05/2010","386","9100SYDENHM",
"R0002295","SYDNHMH","SYH","Sydenham Hill Rail Station",533540,172160,"25/05/2010","386","9100SYDNHMH",
"R0002296","SYONLA","SYL","Syon Lane Rail Station",516420,177200,"25/05/2010","386","9100SYONLA",
"R0002297","SYSTON","SYS","Syston Rail Station",462113,311120,"25/05/2010","386","9100SYSTON",
"R0002298","TACKLEY","TAC","Tackley Rail Station",448471,220539,"25/05/2010","386","9100TACKLEY",
"R0002299","TADWTH","TAD","Tadworth Rail Station",523100,156200,"25/05/2010","386","9100TADWTH",
"R0002300","TAFFSWL","TAF","Taffs Well Rail Station",312510,183190,"25/05/2010","386","9100TAFFSWL",
"R0002301","TAIN","TAI","Tain Rail Station",278185,882385,"25/05/2010","386","9100TAIN","G472"
"R0002302","TALYCFN","TLC","Tal-y-Cafn Rail Station",278720,371690,"25/05/2010","386","9100TALYCFN",
"R0002304","TLSRNAU","TAL","Talsarnau Rail Station",261000,336100,"25/05/2010","386","9100TLSRNAU",
"R0002305","TALB","TLB","Talybont Rail Station",258660,321510,"25/05/2010","386","9100TALB",
"R0002306","TAMEBDG","TAB","Tame Bridge Parkway Rail Station",401710,295010,"25/05/2010","386","9100TAMEBDG",
"R0002308","TMWTHLL","TAM","Tamworth Rail Station",421261,304420,"25/05/2010","386","9100TMWTHLL","G473"
"R0002309","TANY","TYB","Tan-y-Bwlch Ffestiniog Railway Station",264965,341560,"25/05/2010","386","9100TANY",
"R0002310","TAPLOW","TAP","Taplow Rail Station",491580,181340,"25/05/2010","386","9100TAPLOW",
"R0002312","TATNHMC","TAT","Tattenham Corner Rail Station",522590,158140,"25/05/2010","386","9100TATNHMC",
"R0002313","TAUNTON","TAU","Taunton Rail Station",322800,125500,"25/05/2010","386","9100TAUNTON","G127"
"R0002314","TAYNULT","TAY","Taynuilt Rail Station",200340,731220,"25/05/2010","386","9100TAYNULT","G474"
"R0002315","TEDNGTN","TED","Teddington Rail Station",516020,170820,"25/05/2010","386","9100TEDNGTN",
"R0002316","TSDARPR","TEA","Tees-side Airport Rail Station",437300,513800,"25/05/2010","386","9100TSDARPR",
"R0002317","TEINMTH","TGM","Teignmouth Rail Station",294200,73100,"25/05/2010","386","9100TEINMTH","G475"
"R0002318","TELFRDC","TFC","Telford Central Rail Station",370285,309359,"25/05/2010","386","9100TELFRDC","G128"
"R0002319","TMPCMB","TMC","Templecombe Rail Station",370800,122500,"25/05/2010","386","9100TMPCMB",
"R0002320","TENBY","TEN","Tenby Rail Station",212940,200600,"25/05/2010","386","9100TENBY",
"R0002321","TEYNHAM","TEY","Teynham Rail Station",595666,163108,"25/05/2010","386","9100TEYNHAM",
"R0002322","TDITTON","THD","Thames Ditton Rail Station",515670,166860,"25/05/2010","386","9100TDITTON",
"R0002323","THATCHM","THA","Thatcham Rail Station",452752,166361,"25/05/2010","386","9100THATCHM",
"R0002324","THHT","THH","Thatto Heath Rail Station",349650,393580,"25/05/2010","386","9100THHT",
"R0002325","HNDSHWT","THW","The Hawthorns Rail Station",402540,289720,"25/05/2010","386","9100HNDSHWT",
"R0002326","THELAKS","TLK","The Lakes Rail Station",410600,273500,"25/05/2010","386","9100THELAKS",
"R0002327","THEALE","THE","Theale Rail Station",464400,170900,"25/05/2010","386","9100THEALE",
"R0002328","THBLDSG","TEO","Theobalds Grove Rail Station",535927,201128,"25/05/2010","386","9100THBLDSG",
"R0002329","THETFD","TTF","Thetford Rail Station",586770,283670,"25/05/2010","386","9100THETFD","G477"
"R0002330","THIRSK","THI","Thirsk Rail Station",441000,481570,"25/05/2010","386","9100THIRSK","G478"
"R0002331","TABY","TBY","Thornaby Rail Station",445275,518450,"25/05/2010","386","9100TABY",
"R0002332","THORNEN","TNN","Thorne North Rail Station",468080,413770,"25/05/2010","386","9100THORNEN","G28"
"R0002333","THORNES","TNS","Thorne South Rail Station",469270,412420,"25/05/2010","386","9100THORNES","G28"
"R0002334","THFORD","THO","Thornford Rail Station",359340,112660,"25/05/2010","386","9100THFORD",
"R0002335","THLB","THB","Thornliebank Rail Station",255230,659930,"25/05/2010","386","9100THLB",
"R0002336","THABBEY","TNA","Thornton Abbey Rail Station",510900,418800,"25/05/2010","386","9100THABBEY",
"R0002337","THTH","TTH","Thornton Heath Rail Station",532200,168400,"25/05/2010","386","9100THTH",
"R0002338","THAL","THT","Thorntonhall Rail Station",258870,655110,"25/05/2010","386","9100THAL",
"R0002339","THOPBAY","TPB","Thorpe Bay Rail Station",591627,185689,"25/05/2010","386","9100THOPBAY",
"R0002340","TCULVRT","TPC","Thorpe Culvert Rail Station",547280,360660,"25/05/2010","386","9100TCULVRT",
"R0002341","THPLESK","TLS","Thorpe-le-Soken Rail Station",617860,221300,"25/05/2010","386","9100THPLESK",
"R0002342","THBDGS","TBD","Three Bridges Rail Station",528800,136900,"25/05/2010","386","9100THBDGS",
"R0002343","THOK","TOK","Three Oaks Rail Station",583858,114521,"25/05/2010","386","9100THOK",
"R0002344","THRGRTN","THU","Thurgarton Rail Station",469710,348494,"25/05/2010","386","9100THRGRTN",
"R0002345","TRNO","THC","Thurnscoe Rail Station",445900,405600,"25/05/2010","386","9100TRNO",
"R0002346","THURSO","THS","Thurso Rail Station",311300,967920,"25/05/2010","386","9100THURSO","G479"
"R0002347","THUSTON","TRS","Thurston Rail Station",591823,265030,"25/05/2010","386","9100THUSTON",
"R0002349","TLBYTWN","TIL","Tilbury Town Rail Station",563626,176337,"25/05/2010","386","9100TLBYTWN","G36"
"R0002350","TILEH","THL","Tile Hill Rail Station",427530,277530,"25/05/2010","386","9100TILEH",
"R0002351","TILHRST","TLH","Tilehurst Rail Station",467483,175173,"25/05/2010","386","9100TILHRST",
"R0002352","TIPTON","TIP","Tipton Rail Station",395640,292510,"25/05/2010","386","9100TIPTON",
"R0002353","TIRPHIL","TIR","Tir-phil Rail Station",314000,203200,"25/05/2010","386","9100TIRPHIL",
"R0002355","TISBURY","TIS","Tisbury Rail Station",394560,129060,"25/05/2010","386","9100TISBURY",
"R0002356","TIVIPW","TVP","Tiverton Parkway Rail Station",304500,114000,"25/05/2010","386","9100TIVIPW",
"R0002357","TODMRDN","TOD","Todmorden Rail Station",393520,424160,"25/05/2010","386","9100TODMRDN",
"R0002358","TOLWTH","TOL","Tolworth Rail Station",519830,165600,"25/05/2010","386","9100TOLWTH",
"R0002359","TONPNTR","TPN","Ton Pentre Rail Station",297270,195380,"25/05/2010","386","9100TONPNTR",
"R0002360","TONBDG","TON","Tonbridge Rail Station",558789,146027,"25/05/2010","386","9100TONBDG",
"R0002361","TONDU","TDU","Tondu Rail Station",289460,184370,"25/05/2010","386","9100TONDU",
"R0002362","TONFNAU","TNF","Tonfanau Rail Station",256310,303870,"25/05/2010","386","9100TONFNAU",
"R0002363","TNYPNDY","TNP","Tonypandy Rail Station",299790,192210,"25/05/2010","386","9100TNYPNDY",
"R0002364","TOOTING","TOO","Tooting Rail Station",527970,170590,"25/05/2010","386","9100TOOTING",
"R0002365","TOPSHAM","TOP","Topsham Rail Station",296646,88419,"25/05/2010","386","9100TOPSHAM",
"R0002366","TORQUAY","TQY","Torquay Rail Station",290529,63511,"25/05/2010","386","9100TORQUAY","G129"
"R0002367","TORRE","TRR","Torre Rail Station",290360,64850,"25/05/2010","386","9100TORRE",
"R0002368","TOTNES","TOT","Totnes Rail Station",280170,60920,"25/05/2010","386","9100TOTNES","G480"
"R0002369","TTNHMHL","TOM","Tottenham Hale Rail Station",534500,189500,"25/05/2010","386","9100TTNHMHL",
"R0002370","TOTTON","TTN","Totton Rail Station",436500,113300,"25/05/2010","386","9100TOTTON",
"R0002371","TOWNGRN","TWN","Town Green Rail Station",340160,405510,"25/05/2010","386","9100TOWNGRN",
"R0002372","TRFDPK","TRA","Trafford Park Rail Station",379470,395385,"25/05/2010","386","9100TRFDPK",
"R0002374","TREFRST","TRF","Trefforest Rail Station",308300,188900,"25/05/2010","386","9100TREFRST",
"R0002375","TRFRSTE","TRE","Trefforest Estate Rail Station",310670,186280,"25/05/2010","386","9100TRFRSTE",
"R0002376","TREHAFD","TRH","Trehafod Rail Station",304470,191050,"25/05/2010","386","9100TREHAFD",
"R0002377","TREHRBT","TRB","Treherbert Rail Station",293860,198170,"25/05/2010","386","9100TREHRBT",
"R0002378","TREORCY","TRY","Treorchy Rail Station",295940,196490,"25/05/2010","386","9100TREORCY",
"R0002379","TRIMLEY","TRM","Trimley Rail Station",628080,236100,"25/05/2010","386","9100TRIMLEY",
"R0002380","TRING","TRI","Tring Rail Station",495087,212241,"25/05/2010","386","9100TRING",
"R0002381","TRDYRHW","TRD","Troed-y-Rhiw Rail Station",307050,202380,"25/05/2010","386","9100TRDYRHW",
"R0002382","TROON","TRN","Troon Rail Station",232560,630880,"25/05/2010","386","9100TROON",
