"Exchange Point ID","National Express ID","Name","Long Name","Easting","Northing","Date of Issue","Issue Version","CoachClusterCode","Group ID"
"NX000527","59536","Felbridge","Felbridge: London Rd Coach Stop",537251,139656,"22/01/2013","1058","900059536",
"NX000529","53164","Felixstowe","Felixstowe: Gt Eastern Square Coach Stop",630421,235154,"22/01/2013","1058","900053164","G155"
"NX000530","63427","Felpham","Felpham ( W Sussex): Southdowns Coach Stop",496029,100269,"22/01/2013","1058","900063427",
"NX000532","66209","Ferniehirst Castle","Ferniehirst Castle: Road End Coach Stop",364842,618244,"22/01/2013","1058","900066209",
"NX000533","66208","Ferniehirst","Ferniehirst: Mill Road End Coach Stop",365291,616708,"22/01/2013","1058","900066208",
"NX000537","75152","Filey","Filey Bus Station",511500,480695,"22/01/2013","1058","900075152","G328"
"NX000545","58576","Flimwell","Flimwell Coach Stop",571458,131215,"22/01/2013","1058","900058576",
"NX000546","11721","Flint","Flint Coach Stop",324405,373191,"22/01/2013","1058","900011721","G330"
"NX000549","58886","Folkestone","Folkestone: Bouverie Square Bus Station",622606,135930,"22/01/2013","1058","900058886","G15"
"NX000550","31007","Folkingham","Folkingham (Lincs): Market Place Coach Stop",507237,333669,"22/01/2013","1058","900031007",
"NX000552","12512","Ford","Ford (Shrops): A458 Coach Stop",341595,313286,"22/01/2013","1058","900012512",
"NX000554","59537","Forest Row","Forest Row Coach Stop",542471,135333,"22/01/2013","1058","900059537",
"NX000556","67387","Fort William","Fort William Bus Station",210558,774236,"22/01/2013","1058","900067387","G73"
"NX000559","77021","Freckleton","Freckleton Coach Stop",342870,429029,"22/01/2013","1058","900077021",
"NX000561","42235","Fremington","Fremington: New Inn Coach Stop",251484,132446,"22/01/2013","1058","900042235",
"NX000562","75062","Fridaythorpe","Fridaythorpe (E Yorks): Coach Stop",487486,459022,"22/01/2013","1058","900075062",
"NX000563","53746","Frinton-on-Sea","Frinton-on-Sea: Central Ave Coach Stop",624416,221046,"22/01/2013","1058","900053746","G157"
"NX000564","53734","Frinton-on-Sea","Frinton-on-Sea: Railway Gates Coach Stop",623552,220451,"22/01/2013","1058","900053734","G157"
"NX000565","87355","Frome","Frome: Market Place Coach Stop",377682,148085,"22/01/2013","1058","900087355",
"NX000566","12061","Froncysyllte","Froncysyllte: Bus Lay by",327246,341190,"22/01/2013","1058","900012061",
"NX000567","46271","Froxfield","Froxfield (Wilts): Lay by Bus Shelter",429823,168088,"22/01/2013","1058","900046271",
"NX000570","67928","Furnace","Furnace (Argyll & Bute): Shop Coach Stop",202340,700109,"22/01/2013","1058","900067928",
"NX000571","66467","Galashiels","Galashiels Bus Station",349338,636281,"22/01/2013","1058","900066467",
"NX000572","72101","Galgate","Galgate: Crossroads Coach Stop",348363,455412,"22/01/2013","1058","900072101",
"NX000573","12523","Garthmyl","Garthmyl (Powys): Coach Stop",319396,298997,"22/01/2013","1058","900012523",
"NX000574","67502","Gatehouse-of-Fleet","Gatehouse of Fleet: Fleet Street Bus Stop",259870,556249,"22/01/2013","1058","900067502",
"NX000575","71022","Gateshead","Gateshead: Metro Interchange Coach Stop",425470,563095,"22/01/2013","1058","900071022",
"NX000576","63086","GATWICK AIRPORT","Gatwick Airport: South Terminal Coach Stops",528598,141332,"22/01/2013","1058","900063086","G74"
"NX000577","63057","Gatwick Airport","Gatwick Airport: North Terminal Coach Stops",527576,141785,"22/01/2013","1058","900063057","G74"
"NX000590","67157","GLASGOW","Glasgow Buchanan Bus Station",259188,665834,"22/01/2013","1058","900067157","G17"
"NX000591","67807","Glasgow","Glasgow Airport Coach Stops",247876,666103,"22/01/2013","1058","900067807",
"NX000593","87265","Glastonbury","Glastonbury Coach Stop",349884,138872,"22/01/2013","1058","900087265",
"NX000594","67727","Glenbarr","Glenbarr (Argyll & Bute): Shelter Coach Stop",167018,636878,"22/01/2013","1058","900067727",
"NX000595","67397","Glencoe","Glencoe: Crossroads Coach Stop",209795,758708,"22/01/2013","1058","900067397",
"NX000597","90107","Gleneagles","Gleneagles: Station Road End Coach Stop",292747,710806,"22/01/2013","1058","900090107","G333"
"NX000599","67279","Glenluce","Glenluce (Dumfries & Galloway) Coach Stop",219513,557023,"22/01/2013","1058","900067279",
"NX000601","17263","GLOUCESTER","Gloucester Bus Station",383498,218573,"22/01/2013","1058","900017263","G76"
"NX000602","17233","Gloucester","Gloucester: Longlevens Cheltenham Rd Coach Stop",385521,219470,"22/01/2013","1058","900017233",
"NX000603","12483","Gobowen","Gobowen Coach Stop",330270,333440,"22/01/2013","1058","900012483","G334"
"NX000604","57846","Golders Green","Golders Green (London): Coach Stop",525212,187441,"22/01/2013","1058","900057846",
"NX000606","80012","Goole","Goole: Airmyn Rd nr Boothferry Rd Coach Stop",473667,424121,"22/01/2013","1058","900080012","G336"
"NX000609","63197","Goring","Goring-by-Sea Coach Stop",510934,102899,"22/01/2013","1058","900063197","G337"
"NX000610","38124","Gorleston-on-Sea","Gorleston on Sea Coach Stop",652202,303418,"22/01/2013","1058","900038124",
"NX000611","14201","Gorseinon","Gorseinon Bus Centre",258898,198594,"22/01/2013","1058","900014201",
"NX000615","43486","Grampound","Grampound (Cornwall): Coach Stop",193514,48331,"22/01/2013","1058","900043486",
"NX000620","31074","Grantham","Grantham Bus Station",491432,335543,"22/01/2013","1058","900031074","G77"
"NX000621","68202","Grasmere","Grasmere Coach Stop",334150,507018,"22/01/2013","1058","900068202",
"NX000625","53744","Great Clacton","Great Clacton: Valley Rd Coach Stop",617272,216483,"22/01/2013","1058","900053744",
"NX000627","53754","Great Holland","Great Holland Coach Stop",621198,219180,"22/01/2013","1058","900053754",
"NX000628","18253","Great Malvern","Great Malvern Coach Stop",377506,245872,"22/01/2013","1058","900018253","G339"
"NX000629","52095","Great Shelford","Great Shelford Coach Stop",546239,252456,"22/01/2013","1058","900052095",
"NX000630","38174","Great Yarmouth","Great Yarmouth: Town Centre Coach Stops",652601,307605,"22/01/2013","1058","900038174","G158"
"NX000632","11742","Greenfield","Greenfield (Flintshire): Queens Head Coach Stop",319519,377720,"22/01/2013","1058","900011742",
"NX000635","30434","Grimsby","Grimsby: Riverhead (Freshney Place) Bus Station",526984,409463,"22/01/2013","1058","900030434","G78"
"NX000636","11352","Gronant","Gronant: for Presthaven Sands Coach Stop",309083,383459,"22/01/2013","1058","900011352",
"NX000644","55034","Hadleigh","Hadleigh (Essex) Coach Stop",581078,187047,"22/01/2013","1058","900055034",
"NX000646","59156","Hailsham","Hailsham Coach Stop",559010,109563,"22/01/2013","1058","900059156",
"NX000647","12524","Halfway House","Halfway House (Shrops): Coach Stop",333968,311610,"22/01/2013","1058","900012524",
"NX000648","22032","Halifax","Halifax Bus Station",409430,425406,"22/01/2013","1058","900022032","G79"
"NX000652","67188","Hamilton","Hamilton Bus Station",272218,655266,"22/01/2013","1058","900067188","G342"
"NX000656","86094","Harleston","Harleston (Norfolk): Broad St Coach Stop",624649,283535,"22/01/2013","1058","900086094",
"NX000657","74132","Harrogate","Harrogate Bus Station",430362,455444,"22/01/2013","1058","900074132","G80"
"NX000658","52014","Harston","Harston (Cambs) Coach Stop",542504,250873,"22/01/2013","1058","900052014",
"NX000659","71232","Hartlepool","Hartlepool: Stockton Street Coach Stop",450961,532427,"22/01/2013","1058","900071232","G81"
"NX000660","59766","Hastings","Hastings: Town Centre Coach Stops",581648,109418,"22/01/2013","1058","900059766","G159"
"NX000661","64120","Havant","Havant Bus Station",471632,106363,"22/01/2013","1058","900064120","G344"
"NX000662","14765","Haverfordwest","Haverfordwest Bus Station",195484,215960,"22/01/2013","1058","900014765","G345"
"NX000663","43005","Hayle","Hayle Coach Stop",155866,37245,"22/01/2013","1058","900043005","G346"
"NX000664","20051","Hazel Grove","Hazel Grove Coach Stop",392110,386950,"22/01/2013","1058","900020051","G347"
"NX000666","57286","Heathrow Airport Terminals 1-3","Heathrow Airport Central Bus Station",507542,175857,"22/01/2013","1058","900057286","G38"
"NX000673","43115","Helston","Helston: Coinagehall Street Coach Stop",165754,27408,"22/01/2013","1058","900043115",
"NX000674","56106","Hemel Hempstead","Hemel Hempstead Bus Station",505453,207099,"22/01/2013","1058","900056106","G349"
"NX000678","45125","Henstridge","Henstridge (Somerset): Virginia Ash Coach Stop",372103,120130,"22/01/2013","1058","900045125",
"NX000679","16013","Hereford","Hereford: Country Bus Station Commercial Rd",351462,240243,"22/01/2013","1058","900016013","G82"
"NX000681","66478","Heriot","Heriot (Scottish Borders): Road End Coach Stop",340380,654623,"22/01/2013","1058","900066478",
"NX000682","58236","Herne Bay","Herne Bay: Town Centre Coach Stop",617590,168210,"22/01/2013","1058","900058236","G350"
"NX000683","82022","Hessle","Hessle: Darleys Roundabout Coach Stop",503300,427405,"22/01/2013","1058","900082022","G351"
"NX000689","63106","Hickstead","Hickstead: A23 Slip Rd Coach Stop",526865,120342,"22/01/2013","1058","900063106",
"NX000690","56236","High Wycombe","High Wycombe: Bridge St Bus Station",486221,193276,"22/01/2013","1058","900056236","G353"
"NX000691","41346","Highbridge","Highbridge: Burnham Rd Coach Stop",332066,147662,"22/01/2013","1058","900041346","G354"
"NX000692","65029","Highcliffe","Highcliffe (Christchurch): Lymington Rd Coach Stop",421536,93686,"22/01/2013","1058","900065029",
"NX000695","64187","Hilsea","Hilsea: Lido Coach Stop",465460,104368,"22/01/2013","1058","900064187","G355"
"NX000696","64296","Hindhead","Hindhead: Crossroads Coach Stop",488655,135617,"22/01/2013","1058","900064296",
"NX000699","51094","Hitchin","Hitchin Coach Stop",518640,229115,"22/01/2013","1058","900051094","G161"
"NX000704","21101","Hollingworth","Hollingworth Coach Stop",400292,395997,"22/01/2013","1058","900021101",
"NX000705","43415","Holmbush","Holmbush (St Austell) Coach Stop",203843,52511,"22/01/2013","1058","900043415",
"NX000709","60026","Hooley","Hooley (Surrey): Brighton Rd Coach Stop",528816,156532,"22/01/2013","1058","900060026",
"NX000712","31291","Horncastle","Horncastle: Market Place Coach Stop",525895,369595,"22/01/2013","1058","900031291",
"NX000713","64106","Horndean","Horndean (Hants): Precinct Coach Stop",470557,113111,"22/01/2013","1058","900064106",
"NX000716","59086","Hove","Hove: King Alfred Coach Stop",528386,104464,"22/01/2013","1058","900059086","G358"
"NX000718","22152","Huddersfield","Huddersfield Bus Station",414196,416624,"22/01/2013","1058","900022152","G84"
"NX000719","82032","HULL","Hull Interchange",509200,428870,"22/01/2013","1058","900082032","G85"
"NX000721","82042","Hull","Hull: Fiveways Hotel Coach Stop",505717,428013,"22/01/2013","1058","900082042",
"NX000722","24012","Humber Bridge","Humber Bridge: North Side Coach Stop",502208,426149,"22/01/2013","1058","900024012","G162"
"NX000723","24013","Humber Bridge","Humber Bridge: South Side Coach Stop",502243,421729,"22/01/2013","1058","900024013","G162"
"NX000724","62153","Hungerford","Hungerford: Charnham Rd Coach Stop",433840,168938,"22/01/2013","1058","900062153",
"NX000725","52224","Huntingdon","Huntingdon: Mill Common Bus Station",523834,271637,"22/01/2013","1058","900052224","G359"
"NX000726","59797","Hurst Green","Hurst Green: Royal George Coach Stop",573387,127127,"22/01/2013","1058","900059797",
"NX000728","31384","Huttoft","Huttoft (Lincs): Parish Hall Coach Stop",551326,376582,"22/01/2013","1058","900031384",
"NX000730","58856","Hythe","Hythe (Kent) Coach Stop",615847,134698,"22/01/2013","1058","900058856",
"NX000732","42995","Ilfracombe","Ilfracombe Bus Station",252254,147771,"22/01/2013","1058","900042995",
"NX000733","90127","Inchture","Inchture (Perth & Kinross): Coach Stops",327984,729013,"22/01/2013","1058","900090127",
"NX000734","31154","Ingoldmells","Ingoldmells Bus Station",556057,368703,"22/01/2013","1058","900031154",
"NX000735","42806","Instow","Instow (Devon): The Quay Coach Stop",247204,130284,"22/01/2013","1058","900042806",
"NX000736","67997","Inveraray","Inveraray: Front Street Coach Stop",209630,708595,"22/01/2013","1058","900067997",
"NX000737","90137","Inverbervie","Inverbervie (Aberdeenshire): Coach Stop",383045,772626,"22/01/2013","1058","900090137",
"NX000738","93127","Invergarry","Invergarry (Highland): Hotel Coach Stop",230797,801127,"22/01/2013","1058","900093127",
"NX000739","90147","Inverness","Inverness: Farraline Park Bus Station",266671,845617,"22/01/2013","1058","900090147","G86"
"NX000740","53234","Ipswich","Ipswich: Old Cattle Market Bus Station",616379,244431,"22/01/2013","1058","900053234","G87"
"NX000742","85104","Ixworth","Ixworth (Suffolk): Bus Stop",593173,270341,"22/01/2013","1058","900085104",
"NX000744","53755","Jaywick","Jaywick: Chester Holiday Park Coach Stop",615130,215685,"22/01/2013","1058","900053755",
"NX000745","53745","Jaywick","Jaywick: Three Jays",615321,213848,"22/01/2013","1058","900053745","G165"
"NX000746","66237","Jedburgh","Jedburgh Bus Station",365108,620493,"22/01/2013","1058","900066237",
"NX000747","66258","Jedforest","Jedforest (Scottish Borders): Hotel Coach Stop",366379,615383,"22/01/2013","1058","900066258",
"NX000749","14775","Johnston","Johnston (Pembrokeshire): Railway Inn Coach Stop",193268,210559,"22/01/2013","1058","900014775","G363"
"NX000750","11201","Johnstown","Johnstown (Wrexham): Ruabon Rd Coach Stop",330109,346313,"22/01/2013","1058","900011201",
"NX000758","35044","Kegworth","Kegworth Coach Stop",448754,326669,"22/01/2013","1058","900035044",
"NX000759","76242","Keighley","Keighley Bus Station",406169,441255,"22/01/2013","1058","900076242","G364"
"NX000762","68111","Kendal","Kendal Bus Station",351614,492943,"22/01/2013","1058","900068111","G365"
"NX000763","40053","Kenilworth","Kenilworth Coach Stop",428688,271852,"22/01/2013","1058","900040053",
"NX000764","67768","Kennacraig","Kennacraig: Ferry Terminal Coach Stop",181859,662520,"22/01/2013","1058","900067768",
"NX000765","44045","Kenton","Kenton (Devon): Coach Stop",295872,83372,"22/01/2013","1058","900044045",
"NX000768","68521","Keswick","Keswick: Bus Station",326321,523537,"22/01/2013","1058","900068521",
"NX000769","39364","Kettering","Kettering: Town Centre Coach Stops",486661,278385,"22/01/2013","1058","900039364","G88"
"NX000777","14685","Kilgetty","Kilgetty Coach Stop",212236,207165,"22/01/2013","1058","900014685","G367"
"NX000783","90268","Kindallachan","Kindallachan (Perth & Kinross): Layby Bus Stop",299449,749738,"22/01/2013","1058","900090268",
"NX000785","37084","Kings Lynn","King's Lynn: Vancouver Centre Bus Station",562031,320081,"22/01/2013","1058","900037084","G368"
"NX000786","11313","Kinmel Bay","Kinmel Bay (Conwy): Coach Stop",298866,380405,"22/01/2013","1058","900011313",
"NX000788","90957","Kinross","Kinross (Perth & Kinross): P&R Coach Stop",311607,702382,"22/01/2013","1058","900090957",
"NX000790","53784","Kirby Cross","Kirby Cross (Essex): Coach Stop",621830,220761,"22/01/2013","1058","900053784","G370"
"NX000792","69212","Kirkwhelpington","Kirkwhelpington (Northumb.): Road End Coach Stop",399352,584616,"22/01/2013","1058","900069212",
"NX000797","69202","Knowesgate","Knowesgate (Northumberland): Hotel Coach Stop",398896,585638,"22/01/2013","1058","900069202",
"NX000803","93077","Kyle-of-Lochalsh","Kyle of Lochalsh Bus Stop",176257,827201,"22/01/2013","1058","900093077","G372"
"NX000804","93067","Kyleakin","Kyleakin: Youth Hostel Coach Stop",175276,826393,"22/01/2013","1058","900093067",
"NX000808","58577","Lamberhurst","Lamberhurst: Chequers Coach Stop",567588,136179,"22/01/2013","1058","900058577",
"NX000810","72111","LANCASTER","Lancaster Bus Station",347674,461898,"22/01/2013","1058","900072111","G89"
"NX000811","72121","Lancaster","Lancaster: University Underpass Coach Stop",348620,457422,"22/01/2013","1058","900072121",
"NX000812","43356","Landrake","Landrake (Cornwall): By pass Bus Stop",237414,60686,"22/01/2013","1058","900043356",
"NX000813","25242","Langsett","Langsett (S Yorks): Coach Stop",421228,400478,"22/01/2013","1058","900025242",
"NX000815","88225","Launceston","Launceston: Westgate Street Coach Stop",233061,84423,"22/01/2013","1058","900088225",
"NX000817","52494","Lavendon","Lavendon (Milton Keynes) Coach Stop",491661,253575,"22/01/2013","1058","900052494",
"NX000818","40073","Leamington Spa","Leamington Spa: Hamilton Terrace Coach Stop",432254,266025,"22/01/2013","1058","900040073","G90"
"NX000819","16023","Ledbury","Ledbury: Memorial Coach Stop",371092,237693,"22/01/2013","1058","900016023","G374"
"NX000820","76052","LEEDS","Leeds: Bus & Coach Station Dyer Street",430682,433483,"22/01/2013","1058","900076052","G91"
"NX000823","76082","Leeds","Moortown (Leeds): Coach Stop",430737,439299,"22/01/2013","1058","900076082",
"NX000826","35064","LEICESTER","Leicester: St Margaret's Bus Station",458681,304984,"22/01/2013","1058","900035064","G92"
"NX000828","35005","Leicester","Leicester: Narborough Rd Coach Stop",456627,302100,"22/01/2013","1058","900035005",
"NX000829","21005","Leigh (Manchester)","Leigh (Manchester) Coach Stop",365666,400023,"22/01/2013","1058","900021005",
"NX000830","55054","LEIGH-ON-SEA","Leigh-on-Sea: London Rd Coach Stop",582518,186557,"22/01/2013","1058","900055054","G170"
"NX000831","55044","Leigh-on-Sea","Leigh-on-Sea: Elms Hotel London Rd Coach Stop",584284,186576,"22/01/2013","1058","900055044","G170"
"NX000835","43011","Lelant","Lelant: Post Office Coach Stop",154506,37135,"22/01/2013","1058","900043011","G375"
"NX000836","51005","Letchworth","Letchworth: Jackman's Place Coach Stop",522938,232390,"22/01/2013","1058","900051005",
"NX000837","66437","Letham","Letham: Road End Coach Stop",368619,610056,"22/01/2013","1058","900066437",
"NX000839","57516","Lewisham","Lewisham (London): Coach Stop",538096,175830,"22/01/2013","1058","900057516",
"NX000841","33483","Lichfield","Lichfield: Levetts Field Bus Station",411915,309318,"22/01/2013","1058","900033483","G376"
"NX000848","30044","Lincoln","Lincoln: City Bus Station",497686,370963,"22/01/2013","1058","900030044","G93"
"NX000851","43235","Liskeard","Liskeard: Barras Street Coach Stop",225101,64589,"22/01/2013","1058","900043235","G378"
"NX000854","63426","Littlehampton","Littlehampton: Anchor Springs Coach Stop",502879,102188,"22/01/2013","1058","900063426","G379"
"NX000855","10091","LIVERPOOL","Liverpool: Coach Station Norton Street",335259,390823,"22/01/2013","1058","900010091","G20"
"NX000857","10052","Liverpool","Liverpool: Edge Lane Coach Stop",338537,390783,"22/01/2013","1058","900010052",
"NX000858","10051","Liverpool","Liverpool: Edge Lane Drive Coach Stop",339965,390535,"22/01/2013","1058","900010051",
"NX000859","10405","Liverpool","Old Roan (Liverpool): A59 Coach Stop",337073,399205,"22/01/2013","1058","900010405",
"NX000860","10090","Liverpool","Liverpool: West Derby Street Coach Stop",335995,390582,"22/01/2013","1058","900010090",
"NX000863","12733","Llandinam","Llandinam (Powys): Coach Stop",302519,288432,"22/01/2013","1058","900012733",
"NX000864","11231","Llandrillo-yn-Rhos","Llandrillo yn Rhos (Conwy): Coach Stop",283351,380563,"22/01/2013","1058","900011231",
"NX000866","11241","LLANDUDNO","Llandudno: North Western Gdns Coach Stop",278794,382100,"22/01/2013","1058","900011241","G381"
"NX000868","14202","Llanelli","Llanelli: Island Place Bus Station",250936,200424,"22/01/2013","1058","900014202","G382"
"NX000871","12091","Llangollen","Llangollen: Market Street Coach Stop",321399,342019,"22/01/2013","1058","900012091",
"NX000872","12743","Llangurig","Llangurig (Powys): Coach Stop",290862,279908,"22/01/2013","1058","900012743",
"NX000873","12753","Llanidloes","Llanidloes: The Gro Bus Station",295308,284424,"22/01/2013","1058","900012753",
"NX000880","67918","Lochgair","Lochgair (Argyll & Bute): Hotel Coach Stop",192220,690466,"22/01/2013","1058","900067918",
"NX000881","67938","Lochgilphead","Lochgilphead: Lochnell Street Coach Stop",186241,687942,"22/01/2013","1058","900067938",
"NX000891","57217","Heathrow Airport Terminal 4","Heathrow Airport Terminal 4 Coach Stop",508051,174581,"22/01/2013","1058","900057217",
"NX000892","57317","London (Aldgate)","London: Aldgate Coach Stop",533670,181221,"22/01/2013","1058","900057317",
"NX000894","57307","London (Bank)","London: Bank on Cornhill Coach Stop",532821,181111,"22/01/2013","1058","900057307",
"NX000896","57328","London (Earls Court)","Earls Court (London): Coach Stop",525586,178562,"22/01/2013","1058","900057328",
"NX000897","57377","London (Elephant & Castle)","Elephant & Castle (London): Coach Stop",532122,179039,"22/01/2013","1058","900057377","G323"
"NX000898","57396","London (Embankment)","London: Embankment Coach Stop",530475,180471,"22/01/2013","1058","900057396",
"NX000902","57387","London (Marble Arch)","London: Marble Arch Coach Stop",527883,180825,"22/01/2013","1058","900057387",
"NX000903","57378","London (Marylebone)","London: Marylebone Coach Stop",527907,182060,"22/01/2013","1058","900057378",
"NX000904","57332","London (Mile End)","London: Mile End Coach Stop",536514,182547,"22/01/2013","1058","900057332",
"NX000905","57309","London (Pimlico)","London: Pimlico Coach Stop",529697,178329,"22/01/2013","1058","900057309",
"NX000906","57344","London (Stockwell)","Stockwell (London): Coach Stop",530502,176623,"22/01/2013","1058","900057344",
"NX000909","43456","Lostwithiel","Lostwithiel: Royal Talbot Coach Stop",210372,59878,"22/01/2013","1058","900043456","G384"
"NX000910","35474","Loughborough","Loughborough: The Rushes Coach Stop",453411,319849,"22/01/2013","1058","900035474","G385"
"NX000912","30144","Louth","Louth: Bus Station Church Street",533187,387423,"22/01/2013","1058","900030144",
"NX000914","59127","Lower Willingdon","Willingdon (E Sussex) Coach Stop",558645,102832,"22/01/2013","1058","900059127",
"NX000915","86134","Lowestoft","Lowestoft: Britten Centre Bus Station",654904,293245,"22/01/2013","1058","900086134","G386"
"NX000917","90587","Luncarty","Luncarty (Perth & Kinross): Bus Bay on A9",309324,728704,"22/01/2013","1058","900090587",
"NX000918","67118","Luss","Luss (Argyll & Bute): By pass Coach Stop",235727,692855,"22/01/2013","1058","900067118",
"NX000919","51224","Luton Airport","Luton Airport Bus Station",511865,221333,"22/01/2013","1058","900051224","G95"
"NX000920","51114","Luton","Luton: Bus Station Bute Street",509271,221487,"22/01/2013","1058","900051114","G94"
"NX000924","65086","Lymington","Lymington (Hants): Stanford Hill Coach Stop",431807,95279,"22/01/2013","1058","900065086","G387"
"NX000925","65197","Lyndhurst","Lyndhurst (Hants): Park Hotel Coach Stop",430235,108175,"22/01/2013","1058","900065197",
"NX000928","77142","Lytham","Lytham: Central Beach Coach Stop",336679,427038,"22/01/2013","1058","900077142","G388"
"NX000929","31374","Mablethorpe","Mablethorpe Coach Station",550600,384947,"22/01/2013","1058","900031374",
"NX000933","10401","Maghull","Maghull: A59 Town Centre Coach Stop",337740,402671,"22/01/2013","1058","900010401","G389"
"NX000936","18283","Malvern Link","Malvern Link: Coach Stop",378654,247855,"22/01/2013","1058","900018283","G390"
"NX000937","21131","MANCHESTER","Manchester: Central Coach Station",384370,397963,"22/01/2013","1058","900021131","G21"
"NX000938","21251","Manchester Airport","Manchester Airport: Rail Station Coach Stop",381929,385252,"22/01/2013","1058","900021251","G96"
"NX000946","29144","MANSFIELD","Mansfield: Rosemary Street Bus Station",453545,361090,"22/01/2013","1058","900029144","G391"
"NX000947","29106","Mansfield","Mansfield: Portland College Coach Stop",454988,356741,"22/01/2013","1058","900029106",
"NX000951","58316","Margate","Margate: Town Centre Coach Stops",635302,171060,"22/01/2013","1058","900058316","G393"
"NX000953","31266","Market Deeping","Market Deeping: Market Place Coach Stop",513811,310030,"22/01/2013","1058","900031266",
"NX000954","35284","Market Harborough","Market Harborough: Market Hall Coach Stop",473526,287035,"22/01/2013","1058","900035284","G394"
"NX000956","46273","Marlborough","Marlborough: High Street Coach Stop",418742,169051,"22/01/2013","1058","900046273",
"NX000959","26144","Matlock Bath","Matlock Bath: Coach Stop",429349,358087,"22/01/2013","1058","900026144","G396"
"NX000960","26134","Matlock","Matlock Coach Stops",429748,360333,"22/01/2013","1058","900026134","G397"
"NX000963","46185","Melksham","Melksham: Town Hall Coach Stop",390447,163640,"22/01/2013","1058","900046185","G398"
"NX000964","66488","Melrose","Melrose: Square Coach Stop",354761,633998,"22/01/2013","1058","900066488",
"NX000967","14105","Merthyr Tydfil","Merthyr Tydfil Bus Station",304805,206214,"22/01/2013","1058","900014105","G399"
"NX000970","71062","Middlesbrough","Middlesbrough Bus Station",449251,520360,"22/01/2013","1058","900071062","G98"
"NX000974","45190","Milborne Port","Milborne Port: Coach Stop",367805,118638,"22/01/2013","1058","900045190",
"NX000975","85274","MILDENHALL","Mildenhall: King Street Coach Stop",571215,274643,"22/01/2013","1058","900085274",
"NX000979","65097","Milford-on-Sea","Milford on Sea Coach Stop",428932,91820,"22/01/2013","1058","900065097",
"NX000981","90777","Milnathort","Milnathort (Perth & Kinross): Bank Coach Stop",312000,704618,"22/01/2013","1058","900090777",
"NX000982","50124","MILTON KEYNES","Milton Keynes Coachway",489320,240485,"22/01/2013","1058","900050124","G99"
"NX000987","42675","Minehead","Minehead: Butlins Coach Stop",297975,146321,"22/01/2013","1058","900042675",
"NX000994","15165","Monmouth","Monmouth Bus Station",350481,212633,"22/01/2013","1058","900015165",
"NX000997","90187","Montrose","Montrose: High Street Coach Stop",371451,757947,"22/01/2013","1058","900090187","G402"
"NX000998","72141","Morecambe","Morecambe: Central Drive Bus Station",343113,464212,"22/01/2013","1058","900072141","G403"
"NX001003","67798","Muasdale","Muasdale (Argyll & Bute): A83 Coach Stop",167944,640100,"22/01/2013","1058","900067798",
"NX001004","90197","Muirdrum","Muirdrum (Angus): Village Coach Stop",356288,737253,"22/01/2013","1058","900090197",
"NX001007","37094","Mundford","Mundford (Norfolk): Memorial Coach Stop",580338,293421,"22/01/2013","1058","900037094",
"NX001016","20581","Nantwich","Nantwich Bus Station",365233,352515,"22/01/2013","1058","900020581","G407"
"NX001020","14210","Neath","Neath: Rail Station Coach Stop",275176,197542,"22/01/2013","1058","900014210","G408"
"NX001023","73171","Nelson","Nelson Bus Station",386080,437770,"22/01/2013","1058","900073171","G409"
"NX001025","12473","Nesscliffe","Nesscliffe (Shrops): Coach Stop",338121,319601,"22/01/2013","1058","900012473",
"NX001026","57576","New Cross","New Cross (London): Coach Stop",536112,176932,"22/01/2013","1058","900057576",
"NX001028","65007","New Milton","New Milton: Bus Lay by",424279,95106,"22/01/2013","1058","900065007","G410"
"NX001029","21460","New Moston","New Moston: Broadway Coach Stop",389046,402688,"22/01/2013","1058","900021460",
"NX001033","30464","New Waltham","New Waltham (NE Lincs): Station Road Coach Stop",528309,404694,"22/01/2013","1058","900030464",
"NX001034","83024","Newark-on-Trent","Newark on Trent: The Wharf Coach Stop",479720,354139,"22/01/2013","1058","900083024","G22"
"NX001036","62183","Newbury","Newbury: Bus Station Market Street",447173,166880,"22/01/2013","1058","900062183","G411"
"NX001038","69092","NEWCASTLE UPON TYNE","Newcastle upon Tyne: Coach Station St James Blvd",424252,563737,"22/01/2013","1058","900069092","G100"
"NX001039","69102","Newcastle upon Tyne","Newcastle upon Tyne: Airport Coach Stop",418565,571438,"22/01/2013","1058","900069102",
"NX001040","20110","Newcastle-under-Lyme","Newcastle under Lyme: Hassell Street Bus Station",384970,345947,"22/01/2013","1058","900020110",
"NX001043","32034","Newhall","Newhall (Swadlincote): Coach Stop",429176,320746,"22/01/2013","1058","900032034",
"NX001044","59046","Newhaven","Newhaven (E Sussex): South Way Coach Stop",544677,101372,"22/01/2013","1058","900059046","G412"
"NX001045","58827","Newingreen","Newingreen (Kent): Ashford Rd Coach Stop",612655,136180,"22/01/2013","1058","900058827",
"NX001046","53504","Newmarket","Newmarket: High Street Coach Stop",564301,263321,"22/01/2013","1058","900053504","G175"
"NX001047","15255","Newport","Newport (S. Wales): Bus Station",331231,188077,"22/01/2013","1058","900015255","G101"
"NX001048","88035","NEWQUAY","Newquay Bus Station",180850,61570,"22/01/2013","1058","900088035","G176"
"NX001049","88005","Newquay","Newquay: Porthfour Turn Coach Stop",182902,62094,"22/01/2013","1058","900088005",
"NX001050","44110","Newton Abbot","Newton Abbot: Lay by Coach Stop",286700,71160,"22/01/2013","1058","900044110","G414"
